order_id,customer_id,order_date,amount,discount_applied,category,returned,return_reason
ORD002478,CUST00588,2024-05-30,412.11,126.22,Makeup,False,
ORD002479,CUST00588,2024-05-16,108.09,0.0,Skincare,True,
ORD002480,CUST00589,2024-01-04,154.37,21.19,Haircare,False,
ORD002481,CUST00589,2023-10-26,95.66,0.38,Wellness,False,
ORD002482,CUST00590,2024-04-15,187.17,60.03,Haircare,False,
ORD002483,CUST00590,2024-06-17,24.53,0.56,Bodycare,False,
ORD002484,CUST00591,2022-07-16,29.77,7.17,Bodycare,False,
ORD002485,CUST00591,2022-10-12,322.82,0.0,Skincare,False,
ORD002486,CUST00592,2024-04-16,225.29,22.55,Makeup,False,
ORD002487,CUST00593,2023-11-05,34.41,0.0,Makeup,False,
ORD002488,CUST00593,2023-09-10,59.35,0.0,Bodycare,False,
ORD002489,CUST00593,2023-07-13,102.24,0.0,Wellness,False,
ORD002490,CUST00593,2024-04-03,101.49,14.07,Wellness,False,
ORD002491,CUST00593,2024-03-16,32.33,2.63,Wellness,False,
ORD002492,CUST00593,2023-06-29,45.59,10.08,Haircare,False,
ORD002493,CUST00593,2022-12-11,121.07,0.0,Makeup,False,
ORD002494,CUST00594,2023-09-05,111.52,37.31,Wellness,False,
ORD002495,CUST00594,2024-01-21,130.54,50.39,Wellness,True,damaged
ORD002496,CUST00594,2024-03-18,44.65,6.83,Haircare,False,
ORD002497,CUST00595,2023-08-30,108.85,28.73,Bodycare,False,
ORD002498,CUST00595,2023-06-02,24.78,0.0,Skincare,False,
ORD002499,CUST00595,2024-03-23,75.96,0.0,Bodycare,False,
ORD002500,CUST00595,2024-06-05,129.41,0.0,Bodycare,False,
ORD002501,CUST00595,2024-05-22,148.52,0.0,Makeup,False,
ORD002502,CUST00595,2024-06-20,44.58,0.0,Skincare,False,
ORD002503,CUST00595,2023-07-11,116.79,0.0,Bodycare,False,
ORD002504,CUST00595,2024-02-14,180.47,0.0,Wellness,False,
ORD002505,CUST00595,2024-06-13,137.65,0.0,Makeup,False,
ORD002506,CUST00595,2024-01-11,67.47,0.0,Haircare,False,
ORD002507,CUST00595,2023-05-24,16.95,4.63,Haircare,False,
ORD002508,CUST00596,2024-02-04,104.22,23.81,Bodycare,True,not_needed
ORD002509,CUST00596,2023-04-30,82.69,0.0,Wellness,False,
ORD002510,CUST00596,2022-08-10,79.04,17.97,Bodycare,False,
ORD002511,CUST00596,2023-01-28,148.36,1.02,Skincare,True,not_needed
ORD002512,CUST00596,2023-12-02,205.16,0.0,Makeup,False,
ORD002513,CUST00596,2022-09-26,76.76,0.0,Wellness,True,
ORD002514,CUST00596,2023-06-15,38.19,0.0,Bodycare,False,
ORD002515,CUST00596,2023-05-07,111.54,22.08,Haircare,False,
ORD002516,CUST00597,2023-03-31,52.29,0.0,Haircare,False,
ORD002517,CUST00597,2023-02-26,58.69,0.0,Wellness,False,
ORD002518,CUST00597,2024-01-25,121.51,0.0,Haircare,True,quality
ORD002519,CUST00597,2023-07-24,126.8,0.0,Bodycare,True,
ORD002520,CUST00597,2022-12-16,170.23,0.0,Skincare,False,
ORD002521,CUST00597,2024-04-03,28.86,5.9,Bodycare,False,
ORD002522,CUST00598,2023-10-31,222.51,73.22,Makeup,False,
ORD002523,CUST00598,2023-01-09,111.26,14.53,Bodycare,False,
ORD002524,CUST00598,2023-05-17,90.81,0.0,Bodycare,False,
ORD002525,CUST00598,2023-12-22,70.02,10.32,Haircare,False,
ORD002526,CUST00599,2023-10-19,464.45,39.29,Wellness,False,
ORD002527,CUST00599,2024-03-30,159.0,0.0,Wellness,False,
ORD002528,CUST00599,2023-10-22,73.0,0.0,Skincare,False,
ORD002529,CUST00599,2023-11-14,50.3,0.0,Wellness,False,
ORD002530,CUST00599,2024-06-19,174.34,0.0,Makeup,False,
ORD002531,CUST00599,2023-12-07,231.77,0.0,Skincare,False,
ORD002532,CUST00599,2024-06-03,30.79,0.0,Bodycare,False,
ORD002533,CUST00600,2023-09-18,19.29,4.44,Bodycare,False,
ORD002534,CUST00600,2023-08-22,112.2,0.0,Haircare,False,
ORD002535,CUST00600,2024-03-27,44.89,17.46,Makeup,False,
ORD002536,CUST00600,2024-02-09,38.58,5.43,Bodycare,False,
ORD002537,CUST00601,2024-05-01,188.82,0.0,Makeup,False,
ORD002538,CUST00601,2023-02-22,61.74,0.0,Haircare,False,
ORD002539,CUST00601,2024-01-03,202.0,73.47,Haircare,False,
ORD002540,CUST00601,2024-03-13,21.84,2.51,Skincare,False,
ORD002541,CUST00601,2023-08-24,70.22,27.62,Haircare,False,
ORD002542,CUST00602,2024-04-03,102.62,0.0,Skincare,True,damaged
ORD002543,CUST00603,2023-10-16,101.55,0.0,Makeup,False,
ORD002544,CUST00604,2023-04-26,53.92,0.73,Haircare,False,
ORD002545,CUST00605,2023-11-30,30.07,10.43,Makeup,False,
ORD002546,CUST00606,2024-01-11,277.84,77.45,Bodycare,False,
ORD002547,CUST00607,2022-12-26,47.41,15.64,Wellness,False,
ORD002548,CUST00607,2024-05-19,38.15,11.02,Bodycare,True,damaged
ORD002549,CUST00608,2024-06-16,420.78,0.0,Makeup,False,
ORD002550,CUST00608,2024-06-01,30.32,0.0,Haircare,False,
ORD002551,CUST00608,2024-06-29,67.28,24.1,Bodycare,False,
ORD002552,CUST00609,2024-06-21,101.71,0.0,Haircare,False,
ORD002553,CUST00609,2024-01-29,52.41,0.0,Skincare,False,
ORD002554,CUST00609,2023-04-21,60.63,8.27,Wellness,False,
ORD002555,CUST00609,2024-04-11,177.69,0.0,Bodycare,False,
ORD002556,CUST00609,2023-07-23,120.73,36.57,Skincare,False,
ORD002557,CUST00610,2023-05-24,56.38,6.28,Bodycare,False,
ORD002558,CUST00610,2023-01-30,260.18,17.23,Makeup,False,
ORD002559,CUST00610,2024-01-13,84.88,5.75,Bodycare,False,
ORD002560,CUST00610,2023-02-06,82.43,0.0,Haircare,False,
ORD002561,CUST00610,2023-01-27,84.98,28.51,Skincare,False,
ORD002562,CUST00610,2024-06-24,270.16,0.0,Wellness,False,
ORD002563,CUST00610,2024-04-23,53.39,0.0,Skincare,True,not_needed
ORD002564,CUST00610,2023-05-17,144.03,54.61,Makeup,False,
ORD002565,CUST00610,2024-04-06,108.28,19.66,Skincare,False,
ORD002566,CUST00610,2024-01-19,34.59,0.0,Skincare,False,
ORD002567,CUST00611,2023-02-26,38.32,0.0,Skincare,False,
ORD002568,CUST00611,2023-10-06,152.1,0.0,Haircare,False,
ORD002569,CUST00611,2022-12-24,49.25,9.99,Wellness,False,
ORD002570,CUST00612,2024-04-04,232.8,0.0,Bodycare,False,
ORD002571,CUST00612,2023-05-15,28.01,10.45,Bodycare,False,
ORD002572,CUST00612,2023-08-01,23.84,0.0,Skincare,False,
ORD002573,CUST00613,2024-02-06,35.94,0.0,Wellness,False,
ORD002574,CUST00613,2023-05-18,209.04,0.0,Haircare,False,
ORD002575,CUST00613,2023-01-24,211.46,0.0,Haircare,False,
ORD002576,CUST00613,2024-05-18,23.05,0.0,Skincare,False,
ORD002577,CUST00613,2023-10-08,17.3,0.0,Skincare,False,
ORD002578,CUST00613,2023-07-16,68.02,15.17,Haircare,False,
ORD002579,CUST00613,2022-06-06,173.58,18.27,Wellness,False,
ORD002580,CUST00613,2022-12-24,31.07,0.0,Haircare,False,
ORD002581,CUST00613,2023-03-01,21.61,0.0,Makeup,False,
ORD002582,CUST00613,2023-09-11,94.17,0.0,Bodycare,False,
ORD002583,CUST00614,2023-08-06,123.17,0.0,Skincare,True,not_needed
ORD002584,CUST00614,2023-04-01,72.77,0.0,Makeup,False,
ORD002585,CUST00614,2022-05-25,110.08,42.11,Bodycare,False,
ORD002586,CUST00614,2024-01-10,79.95,4.1,Makeup,False,
ORD002587,CUST00615,2024-03-02,113.7,10.68,Wellness,False,
ORD002588,CUST00615,2023-02-01,158.76,0.0,Skincare,False,
ORD002589,CUST00615,2024-01-22,71.35,0.0,Bodycare,False,
ORD002590,CUST00616,2024-03-22,24.75,4.38,Skincare,False,
ORD002591,CUST00616,2024-02-14,96.91,0.0,Skincare,False,
ORD002592,CUST00616,2024-02-24,65.03,5.76,Wellness,False,
ORD002593,CUST00616,2024-01-29,137.03,0.0,Wellness,True,
ORD002594,CUST00616,2024-03-01,65.47,14.14,Skincare,False,
ORD002595,CUST00616,2024-06-30,166.2,51.88,Bodycare,False,
ORD002596,CUST00616,2024-06-21,316.63,0.0,Skincare,True,
ORD002597,CUST00616,2024-01-30,63.99,5.08,Wellness,False,
ORD002598,CUST00616,2024-03-18,155.45,0.0,Haircare,False,
ORD002599,CUST00616,2024-03-12,56.91,4.91,Skincare,False,
ORD002600,CUST00616,2023-12-17,184.78,0.0,Wellness,False,
ORD002601,CUST00616,2024-01-03,75.75,0.0,Skincare,False,
ORD002602,CUST00616,2024-01-17,248.01,2.41,Haircare,False,
ORD002603,CUST00616,2023-12-16,74.12,3.67,Makeup,False,
ORD002604,CUST00617,2023-04-17,48.02,0.0,Skincare,False,
ORD002605,CUST00617,2023-02-20,117.32,33.89,Makeup,False,
ORD002606,CUST00618,2022-11-29,109.35,36.32,Haircare,False,
ORD002607,CUST00618,2023-02-14,59.72,0.0,Haircare,False,
ORD002608,CUST00618,2023-09-24,364.99,0.0,Skincare,False,
ORD002609,CUST00618,2023-09-14,110.98,9.0,Wellness,False,
ORD002610,CUST00618,2024-03-05,138.19,23.74,Makeup,False,
ORD002611,CUST00618,2024-06-05,78.51,8.93,Wellness,False,
ORD002612,CUST00619,2023-06-25,54.36,21.6,Bodycare,False,
ORD002613,CUST00619,2024-03-16,14.45,0.0,Haircare,True,
ORD002614,CUST00619,2023-03-04,346.52,32.17,Wellness,False,
ORD002615,CUST00620,2023-12-10,40.43,0.0,Skincare,False,
ORD002616,CUST00620,2023-12-07,118.22,0.0,Makeup,False,
ORD002617,CUST00620,2024-04-12,90.61,5.12,Makeup,False,
ORD002618,CUST00620,2024-03-25,101.05,0.0,Haircare,False,
ORD002619,CUST00621,2023-02-07,231.46,0.0,Bodycare,False,
ORD002620,CUST00621,2023-11-19,46.86,0.0,Wellness,True,
ORD002621,CUST00621,2024-01-29,50.72,0.0,Haircare,False,
ORD002622,CUST00621,2024-04-22,18.75,0.0,Haircare,False,
ORD002623,CUST00621,2023-11-03,246.75,0.0,Wellness,False,
ORD002624,CUST00621,2023-03-02,167.97,0.0,Skincare,False,
ORD002625,CUST00621,2023-12-28,71.34,0.39,Skincare,False,
ORD002626,CUST00622,2023-05-21,138.24,48.09,Makeup,True,damaged
ORD002627,CUST00622,2023-05-25,219.01,0.0,Haircare,False,
ORD002628,CUST00623,2024-03-16,112.58,0.42,Bodycare,True,not_needed
ORD002629,CUST00624,2024-01-26,171.28,60.94,Haircare,False,
ORD002630,CUST00625,2022-07-13,199.75,54.73,Bodycare,False,
ORD002631,CUST00625,2023-08-04,136.29,0.0,Haircare,False,
ORD002632,CUST00625,2023-01-23,50.35,0.0,Haircare,False,
ORD002633,CUST00625,2022-08-06,48.98,0.0,Skincare,False,
ORD002634,CUST00626,2024-05-30,241.04,14.5,Skincare,True,not_needed
ORD002635,CUST00626,2024-05-14,147.04,5.52,Skincare,False,
ORD002636,CUST00626,2024-04-27,28.53,0.0,Skincare,False,
ORD002637,CUST00626,2024-06-03,102.46,0.0,Bodycare,False,
ORD002638,CUST00627,2022-10-27,41.95,0.0,Makeup,False,
ORD002639,CUST00628,2024-02-28,49.9,0.0,Makeup,False,
ORD002640,CUST00628,2023-09-12,283.22,0.0,Haircare,False,
ORD002641,CUST00628,2023-06-13,276.49,0.0,Haircare,True,not_needed
ORD002642,CUST00628,2023-08-04,94.65,3.87,Wellness,False,
ORD002643,CUST00628,2024-03-30,124.67,0.0,Wellness,False,
ORD002644,CUST00628,2024-03-09,58.95,19.04,Makeup,False,
ORD002645,CUST00628,2023-08-20,88.14,27.62,Skincare,False,
ORD002646,CUST00629,2024-03-22,52.28,3.45,Bodycare,False,
ORD002647,CUST00629,2022-09-19,122.79,0.0,Wellness,True,damaged
ORD002648,CUST00630,2023-11-26,63.7,0.0,Wellness,False,
ORD002649,CUST00630,2023-01-15,127.96,20.13,Makeup,False,
ORD002650,CUST00630,2023-09-15,69.7,14.55,Wellness,False,
ORD002651,CUST00631,2022-11-15,65.18,0.0,Bodycare,False,
ORD002652,CUST00631,2024-04-07,57.21,10.01,Bodycare,False,
ORD002653,CUST00631,2024-03-11,41.6,14.97,Haircare,False,
ORD002654,CUST00631,2022-05-05,70.39,0.0,Bodycare,False,
ORD002655,CUST00632,2024-03-24,25.48,6.29,Haircare,False,
ORD002656,CUST00632,2023-09-29,151.58,56.58,Haircare,False,
ORD002657,CUST00632,2023-10-30,141.03,10.99,Bodycare,False,
ORD002658,CUST00632,2023-05-05,32.49,0.0,Wellness,False,
ORD002659,CUST00632,2023-03-24,48.9,0.0,Bodycare,True,damaged
ORD002660,CUST00633,2023-03-29,56.59,15.74,Skincare,False,
ORD002661,CUST00633,2023-09-23,101.79,0.0,Makeup,False,
ORD002662,CUST00633,2023-10-30,11.36,0.0,Makeup,False,
ORD002663,CUST00633,2024-03-23,51.14,0.0,Skincare,False,
ORD002664,CUST00633,2022-03-26,179.46,44.0,Haircare,False,
ORD002665,CUST00633,2022-06-29,48.12,16.05,Makeup,True,quality
ORD002666,CUST00633,2023-01-02,42.54,9.26,Haircare,False,
ORD002667,CUST00634,2024-06-12,249.66,0.0,Bodycare,False,
ORD002668,CUST00634,2023-03-15,65.02,0.0,Bodycare,False,
ORD002669,CUST00634,2024-03-04,208.82,55.5,Skincare,False,
ORD002670,CUST00634,2022-11-28,48.32,14.71,Bodycare,False,
ORD002671,CUST00634,2022-12-17,14.91,0.27,Wellness,False,
ORD002672,CUST00635,2024-03-06,144.21,43.08,Skincare,False,
ORD002673,CUST00635,2023-11-26,164.99,23.14,Wellness,False,
ORD002674,CUST00635,2023-04-10,160.36,0.0,Skincare,False,
ORD002675,CUST00635,2023-04-14,98.02,3.39,Skincare,False,
ORD002676,CUST00635,2023-07-04,35.06,0.0,Bodycare,False,
ORD002677,CUST00636,2024-03-08,128.51,37.23,Haircare,False,
ORD002678,CUST00636,2023-09-22,193.32,29.33,Bodycare,False,
ORD002679,CUST00636,2023-09-26,122.01,0.0,Haircare,False,
ORD002680,CUST00636,2023-12-03,41.89,0.0,Bodycare,False,
ORD002681,CUST00637,2023-08-18,55.5,0.0,Makeup,False,
ORD002682,CUST00638,2024-01-28,32.02,0.0,Wellness,False,
ORD002683,CUST00639,2024-05-18,198.13,0.0,Haircare,False,
ORD002684,CUST00639,2024-03-26,48.12,0.0,Haircare,False,
ORD002685,CUST00639,2024-05-29,157.59,0.0,Makeup,False,
ORD002686,CUST00639,2024-05-05,107.55,0.0,Bodycare,False,
ORD002687,CUST00639,2024-04-17,96.22,37.28,Bodycare,False,
ORD002688,CUST00639,2024-04-02,57.51,0.0,Haircare,False,
ORD002689,CUST00639,2024-05-20,77.05,28.41,Haircare,False,
ORD002690,CUST00639,2024-05-21,122.36,28.72,Makeup,False,
ORD002691,CUST00640,2022-12-15,44.08,1.84,Skincare,False,
ORD002692,CUST00640,2023-04-22,109.58,14.67,Skincare,False,
ORD002693,CUST00640,2023-05-21,126.78,0.0,Makeup,False,
ORD002694,CUST00641,2024-01-12,85.85,0.0,Wellness,False,
ORD002695,CUST00641,2024-05-29,137.9,0.0,Makeup,False,
ORD002696,CUST00641,2024-06-07,93.62,0.0,Bodycare,False,
ORD002697,CUST00641,2024-03-29,40.98,0.0,Skincare,False,
ORD002698,CUST00642,2023-12-22,41.38,0.0,Wellness,False,
ORD002699,CUST00642,2023-10-19,168.72,52.24,Makeup,False,
ORD002700,CUST00643,2024-05-22,33.15,6.79,Wellness,False,
ORD002701,CUST00643,2024-03-12,36.34,14.14,Haircare,False,
ORD002702,CUST00643,2023-08-30,101.83,0.0,Skincare,True,not_needed
ORD002703,CUST00644,2024-01-27,52.77,0.0,Haircare,False,
ORD002704,CUST00644,2024-04-17,248.67,14.67,Bodycare,False,
ORD002705,CUST00644,2024-03-09,24.6,2.32,Skincare,False,
ORD002706,CUST00644,2024-06-24,103.58,28.37,Bodycare,False,
ORD002707,CUST00645,2023-11-24,172.45,0.0,Makeup,False,
ORD002708,CUST00646,2024-06-27,182.89,0.0,Makeup,False,
ORD002709,CUST00646,2024-06-16,114.25,0.0,Skincare,False,
ORD002710,CUST00646,2024-06-16,116.86,35.67,Bodycare,False,
ORD002711,CUST00646,2024-06-10,92.21,0.0,Makeup,False,
ORD002712,CUST00646,2024-06-30,68.75,1.97,Wellness,False,
ORD002713,CUST00647,2024-04-05,150.17,36.55,Bodycare,False,
ORD002714,CUST00647,2024-05-18,67.56,22.25,Makeup,False,
ORD002715,CUST00647,2024-04-11,54.25,0.0,Haircare,False,
ORD002716,CUST00647,2024-04-07,21.78,3.79,Haircare,False,
ORD002717,CUST00648,2023-05-16,30.71,3.82,Makeup,False,
ORD002718,CUST00649,2023-10-28,579.4,221.33,Makeup,False,
ORD002719,CUST00649,2024-04-11,105.53,0.0,Skincare,True,not_needed
ORD002720,CUST00650,2024-02-05,87.23,0.0,Makeup,False,
ORD002721,CUST00650,2024-06-04,105.48,0.0,Haircare,False,
ORD002722,CUST00651,2024-02-10,45.27,0.0,Skincare,False,
ORD002723,CUST00651,2023-11-11,267.0,0.0,Makeup,False,
ORD002724,CUST00651,2022-08-26,92.01,9.52,Wellness,False,
ORD002725,CUST00651,2023-10-06,53.35,0.0,Bodycare,False,
ORD002726,CUST00651,2023-12-31,61.93,0.0,Haircare,True,damaged
ORD002727,CUST00651,2023-12-28,38.55,0.0,Skincare,False,
ORD002728,CUST00652,2023-03-30,113.62,43.09,Bodycare,False,
ORD002729,CUST00652,2023-05-18,107.85,0.0,Makeup,False,
ORD002730,CUST00653,2023-06-07,138.44,15.6,Makeup,False,
ORD002731,CUST00653,2023-07-03,202.94,72.18,Bodycare,False,
ORD002732,CUST00653,2023-05-28,59.05,6.99,Wellness,False,
ORD002733,CUST00653,2022-12-17,84.76,12.1,Bodycare,True,not_needed
ORD002734,CUST00653,2023-12-30,82.96,3.71,Wellness,False,
ORD002735,CUST00653,2024-04-13,148.45,10.41,Haircare,False,
ORD002736,CUST00653,2024-04-01,67.72,13.37,Bodycare,False,
ORD002737,CUST00654,2024-04-09,72.0,0.0,Wellness,False,
ORD002738,CUST00654,2024-06-05,63.84,0.0,Bodycare,True,quality
ORD002739,CUST00654,2023-11-02,81.26,0.0,Skincare,False,
ORD002740,CUST00654,2024-03-01,229.19,0.0,Bodycare,False,
ORD002741,CUST00654,2024-01-20,155.21,1.39,Bodycare,False,
ORD002742,CUST00655,2024-06-16,64.34,0.0,Makeup,False,
ORD002743,CUST00656,2024-04-14,162.86,0.0,Bodycare,False,
ORD002744,CUST00656,2024-06-17,123.6,0.0,Haircare,False,
ORD002745,CUST00657,2024-06-07,392.2,0.0,Makeup,False,
ORD002746,CUST00658,2023-07-05,124.62,0.0,Haircare,False,
ORD002747,CUST00658,2023-08-05,120.82,0.0,Makeup,True,size
ORD002748,CUST00658,2024-02-27,60.42,0.12,Makeup,False,
ORD002749,CUST00658,2024-02-16,97.51,10.42,Bodycare,False,
ORD002750,CUST00658,2023-05-05,112.1,0.81,Skincare,False,
ORD002751,CUST00658,2024-01-24,297.13,84.63,Wellness,False,
ORD002752,CUST00659,2024-06-13,50.54,0.0,Makeup,False,
ORD002753,CUST00659,2024-06-17,233.53,0.0,Bodycare,True,not_needed
ORD002754,CUST00659,2024-06-09,197.11,0.0,Makeup,False,
ORD002755,CUST00659,2024-05-31,86.2,0.0,Makeup,False,
ORD002756,CUST00659,2024-06-03,46.18,12.2,Skincare,False,
ORD002757,CUST00659,2024-06-27,73.09,0.0,Skincare,False,
ORD002758,CUST00660,2024-02-11,122.84,0.0,Bodycare,False,
ORD002759,CUST00660,2024-03-03,189.08,0.0,Makeup,False,
ORD002760,CUST00660,2023-12-27,41.09,9.61,Wellness,False,
ORD002761,CUST00660,2024-04-08,32.36,9.9,Bodycare,False,
ORD002762,CUST00660,2024-05-10,67.6,0.0,Makeup,False,
ORD002763,CUST00660,2024-05-05,186.48,45.29,Skincare,False,
ORD002764,CUST00660,2024-03-30,78.49,31.15,Haircare,False,
ORD002765,CUST00660,2024-01-29,78.95,0.0,Makeup,False,
ORD002766,CUST00661,2024-01-14,58.56,17.6,Wellness,False,
ORD002767,CUST00662,2023-02-15,70.88,10.3,Bodycare,True,
ORD002768,CUST00662,2023-11-05,82.58,0.0,Makeup,False,
ORD002769,CUST00663,2023-06-26,67.57,0.0,Makeup,False,
ORD002770,CUST00663,2022-07-15,54.19,0.0,Bodycare,False,
ORD002771,CUST00663,2022-02-08,111.73,0.0,Makeup,False,
ORD002772,CUST00663,2023-12-08,105.86,38.42,Makeup,False,
ORD002773,CUST00663,2023-04-09,32.04,8.16,Haircare,False,
ORD002774,CUST00664,2024-05-27,256.02,0.0,Makeup,False,
ORD002775,CUST00664,2023-01-21,21.78,2.18,Makeup,False,
ORD002776,CUST00664,2023-04-01,120.73,0.0,Wellness,True,damaged
ORD002777,CUST00664,2024-06-04,132.96,0.0,Haircare,False,
ORD002778,CUST00665,2023-11-16,85.33,29.85,Haircare,False,
ORD002779,CUST00666,2023-10-27,43.76,1.13,Wellness,True,damaged
ORD002780,CUST00666,2024-03-15,28.92,6.98,Haircare,False,
ORD002781,CUST00667,2024-03-05,99.79,0.0,Wellness,True,not_needed
ORD002782,CUST00667,2023-05-01,91.24,26.35,Skincare,True,damaged
ORD002783,CUST00667,2024-05-04,96.57,0.0,Skincare,False,
ORD002784,CUST00667,2024-01-20,268.56,0.0,Wellness,False,
ORD002785,CUST00667,2023-03-22,245.36,0.0,Wellness,False,
ORD002786,CUST00667,2022-12-13,27.25,9.02,Makeup,True,quality
ORD002787,CUST00667,2023-11-26,104.9,38.91,Makeup,False,
ORD002788,CUST00667,2024-01-31,90.46,0.0,Bodycare,True,
ORD002789,CUST00667,2023-03-13,217.48,0.0,Bodycare,False,
ORD002790,CUST00668,2023-03-07,87.79,0.0,Haircare,False,
ORD002791,CUST00669,2024-05-20,37.96,9.75,Makeup,True,size
ORD002792,CUST00670,2023-03-17,159.63,44.01,Makeup,False,
ORD002793,CUST00670,2024-06-09,64.76,7.13,Haircare,True,size
ORD002794,CUST00670,2023-12-10,75.62,6.69,Bodycare,False,
ORD002795,CUST00671,2024-03-12,42.19,15.94,Bodycare,False,
ORD002796,CUST00671,2023-11-11,75.95,0.0,Haircare,False,
ORD002797,CUST00671,2024-03-27,125.68,0.0,Wellness,False,
ORD002798,CUST00671,2023-08-09,293.12,0.0,Haircare,False,
ORD002799,CUST00671,2023-03-27,57.32,0.0,Haircare,False,
ORD002800,CUST00671,2024-01-06,287.46,41.87,Wellness,False,
ORD002801,CUST00672,2024-02-17,40.59,0.0,Bodycare,False,
ORD002802,CUST00673,2024-01-12,40.58,13.84,Bodycare,False,
ORD002803,CUST00674,2023-07-08,287.67,0.0,Haircare,False,
ORD002804,CUST00674,2023-12-05,202.37,0.0,Makeup,False,
ORD002805,CUST00674,2022-06-30,447.55,0.0,Haircare,True,not_needed
ORD002806,CUST00674,2023-01-13,490.35,54.59,Skincare,False,
ORD002807,CUST00675,2023-12-30,29.98,5.98,Skincare,False,
ORD002808,CUST00676,2024-04-16,39.88,0.0,Skincare,False,
ORD002809,CUST00676,2024-05-30,188.6,0.0,Wellness,False,
ORD002810,CUST00676,2024-03-06,28.66,11.02,Wellness,False,
ORD002811,CUST00676,2024-03-09,76.07,0.0,Wellness,True,
ORD002812,CUST00676,2024-04-21,119.05,37.97,Haircare,False,
ORD002813,CUST00676,2024-04-16,155.72,0.0,Skincare,False,
ORD002814,CUST00676,2024-04-26,178.84,0.0,Haircare,True,quality
ORD002815,CUST00676,2024-03-22,85.44,0.0,Haircare,True,size
ORD002816,CUST00676,2024-06-19,37.91,0.0,Skincare,False,
ORD002817,CUST00677,2023-04-12,103.04,0.0,Makeup,True,quality
ORD002818,CUST00677,2023-08-16,117.42,9.27,Haircare,False,
ORD002819,CUST00678,2024-02-02,73.54,0.0,Wellness,False,
ORD002820,CUST00678,2023-11-08,51.56,0.0,Makeup,True,size
ORD002821,CUST00679,2024-06-16,89.41,0.0,Makeup,False,
ORD002822,CUST00679,2024-04-30,106.72,0.0,Wellness,False,
ORD002823,CUST00679,2024-06-23,166.85,0.0,Bodycare,False,
ORD002824,CUST00679,2024-04-28,113.04,0.0,Bodycare,False,
ORD002825,CUST00679,2024-06-28,34.1,6.0,Haircare,False,
ORD002826,CUST00679,2024-06-24,38.39,13.72,Makeup,False,
ORD002827,CUST00679,2024-04-02,110.65,33.66,Skincare,False,
ORD002828,CUST00679,2024-06-13,47.29,12.99,Haircare,False,
ORD002829,CUST00679,2024-03-19,175.69,0.0,Wellness,False,
ORD002830,CUST00680,2023-10-16,111.77,23.71,Bodycare,True,
ORD002831,CUST00680,2023-07-11,52.96,0.0,Haircare,False,
ORD002832,CUST00680,2023-06-22,278.77,0.0,Haircare,False,
ORD002833,CUST00680,2023-05-17,165.88,34.27,Wellness,False,
ORD002834,CUST00681,2023-11-01,246.83,0.0,Bodycare,False,
ORD002835,CUST00681,2023-12-28,52.35,0.0,Bodycare,False,
ORD002836,CUST00681,2023-01-27,107.36,31.21,Bodycare,False,
ORD002837,CUST00681,2023-12-05,210.3,47.38,Skincare,False,
ORD002838,CUST00682,2024-03-23,129.68,0.0,Makeup,True,not_needed
ORD002839,CUST00682,2023-11-25,100.46,0.0,Bodycare,False,
ORD002840,CUST00682,2022-02-21,163.05,0.0,Bodycare,False,
ORD002841,CUST00683,2023-10-24,41.67,0.0,Makeup,True,damaged
ORD002842,CUST00684,2024-05-09,107.02,0.0,Haircare,False,
ORD002843,CUST00684,2024-06-23,59.66,6.54,Haircare,True,not_needed
ORD002844,CUST00684,2024-06-17,262.14,0.0,Skincare,False,
ORD002845,CUST00684,2024-05-25,175.79,0.0,Makeup,False,
ORD002846,CUST00684,2024-04-19,91.66,22.24,Skincare,False,
ORD002847,CUST00685,2022-09-18,373.96,0.0,Bodycare,False,
ORD002848,CUST00685,2023-10-14,250.77,0.0,Haircare,True,quality
ORD002849,CUST00685,2023-06-20,157.78,0.0,Haircare,False,
ORD002850,CUST00686,2022-09-25,48.71,0.0,Wellness,False,
ORD002851,CUST00686,2022-07-23,60.28,7.9,Bodycare,False,
ORD002852,CUST00687,2023-10-08,49.85,0.0,Skincare,False,
ORD002853,CUST00687,2022-08-07,141.67,0.0,Bodycare,True,not_needed
ORD002854,CUST00688,2024-04-13,168.53,0.0,Bodycare,False,
ORD002855,CUST00688,2024-04-24,67.93,9.84,Bodycare,False,
ORD002856,CUST00688,2024-01-06,40.08,0.0,Haircare,False,
ORD002857,CUST00688,2023-10-29,37.6,0.0,Makeup,False,
ORD002858,CUST00688,2023-09-22,38.92,0.0,Wellness,True,not_needed
ORD002859,CUST00689,2024-03-30,68.83,0.0,Wellness,False,
ORD002860,CUST00689,2024-05-08,66.92,0.0,Wellness,False,
ORD002861,CUST00689,2024-05-09,11.16,0.0,Wellness,False,
ORD002862,CUST00689,2024-04-08,128.33,0.0,Wellness,False,
ORD002863,CUST00689,2024-04-17,83.53,0.0,Skincare,False,
ORD002864,CUST00689,2024-06-09,93.32,0.0,Haircare,False,
ORD002865,CUST00689,2024-04-06,20.83,0.0,Bodycare,False,
ORD002866,CUST00690,2023-07-30,88.23,0.0,Haircare,False,
ORD002867,CUST00691,2024-05-10,61.96,4.5,Makeup,False,
ORD002868,CUST00691,2024-04-09,58.01,0.0,Makeup,False,
ORD002869,CUST00691,2023-12-01,319.28,37.52,Makeup,False,
ORD002870,CUST00691,2023-11-30,29.27,3.77,Haircare,False,
