ticket_id,customer_id,ticket_date,issue_type,resolved,resolution_days,satisfaction_score
TKT000417,CUST00359,2024-05-22,wrong_item,True,7.0,4.0
TKT000418,CUST00360,2023-11-26,product_defect,False,,
TKT000419,CUST00360,2023-10-15,general_query,True,11.0,3.0
TKT000420,CUST00361,2023-09-14,product_defect,True,7.0,2.0
TKT000421,CUST00364,2024-06-03,wrong_item,True,10.0,5.0
TKT000422,CUST00365,2023-09-17,wrong_item,False,,
TKT000423,CUST00365,2023-09-04,general_query,False,,
TKT000424,CUST00367,2024-01-17,product_defect,True,7.0,1.0
TKT000425,CUST00368,2023-09-07,product_defect,True,4.0,1.0
TKT000426,CUST00374,2024-02-18,wrong_item,True,7.0,3.0
TKT000427,CUST00374,2023-10-20,delivery_delay,True,13.0,4.0
TKT000428,CUST00374,2023-12-12,billing_issue,True,11.0,1.0
TKT000429,CUST00375,2024-03-13,billing_issue,True,10.0,3.0
TKT000430,CUST00377,2024-05-31,billing_issue,True,10.0,4.0
TKT000431,CUST00377,2024-02-02,refund_not_received,True,5.0,3.0
TKT000432,CUST00378,2024-06-09,product_defect,True,12.0,5.0
TKT000433,CUST00379,2024-01-16,product_defect,True,13.0,2.0
TKT000434,CUST00380,2024-03-06,product_defect,True,5.0,5.0
TKT000435,CUST00382,2023-10-23,delivery_delay,True,3.0,4.0
TKT000436,CUST00382,2024-05-10,general_query,False,,
TKT000437,CUST00383,2023-09-12,wrong_item,True,8.0,3.0
TKT000438,CUST00385,2024-01-17,delivery_delay,True,9.0,1.0
TKT000439,CUST00386,2023-07-13,billing_issue,True,4.0,5.0
TKT000440,CUST00386,2024-02-25,delivery_delay,True,9.0,2.0
TKT000441,CUST00388,2023-12-24,wrong_item,True,14.0,2.0
TKT000442,CUST00389,2023-07-20,billing_issue,True,9.0,3.0
TKT000443,CUST00389,2023-09-14,billing_issue,True,2.0,5.0
TKT000444,CUST00390,2024-04-02,billing_issue,True,7.0,3.0
TKT000445,CUST00390,2023-12-17,product_defect,True,6.0,5.0
TKT000446,CUST00391,2023-11-30,refund_not_received,False,,
TKT000447,CUST00392,2023-11-19,product_defect,True,4.0,4.0
TKT000448,CUST00396,2023-09-28,product_defect,True,8.0,3.0
TKT000449,CUST00396,2024-03-03,delivery_delay,False,,
TKT000450,CUST00398,2023-10-01,general_query,True,10.0,3.0
TKT000451,CUST00399,2024-01-08,refund_not_received,True,14.0,5.0
TKT000452,CUST00399,2024-06-13,product_defect,True,9.0,1.0
TKT000453,CUST00400,2024-05-15,refund_not_received,False,,
TKT000454,CUST00400,2024-05-19,delivery_delay,True,7.0,2.0
TKT000455,CUST00401,2023-09-15,delivery_delay,True,3.0,4.0
TKT000456,CUST00402,2023-07-27,wrong_item,False,,
TKT000457,CUST00403,2024-02-14,wrong_item,True,11.0,2.0
TKT000458,CUST00404,2024-02-08,general_query,True,5.0,2.0
TKT000459,CUST00405,2023-08-16,general_query,True,4.0,2.0
TKT000460,CUST00405,2024-02-28,delivery_delay,True,14.0,5.0
TKT000461,CUST00405,2023-11-22,general_query,False,,
TKT000462,CUST00405,2023-11-24,billing_issue,False,,
TKT000463,CUST00405,2023-08-08,refund_not_received,True,7.0,4.0
TKT000464,CUST00408,2024-02-19,general_query,True,11.0,2.0
TKT000465,CUST00408,2024-06-03,delivery_delay,True,2.0,1.0
TKT000466,CUST00410,2024-01-30,product_defect,True,9.0,3.0
TKT000467,CUST00410,2024-02-24,billing_issue,True,3.0,4.0
TKT000468,CUST00411,2024-06-20,general_query,False,,
TKT000469,CUST00411,2023-09-24,general_query,True,8.0,5.0
TKT000470,CUST00411,2024-01-04,product_defect,True,14.0,3.0
TKT000471,CUST00411,2024-04-18,product_defect,True,10.0,2.0
TKT000472,CUST00411,2023-08-19,wrong_item,True,3.0,3.0
TKT000473,CUST00412,2023-10-21,product_defect,True,8.0,4.0
TKT000474,CUST00412,2024-02-21,general_query,True,6.0,1.0
TKT000475,CUST00414,2024-04-06,general_query,False,,
TKT000476,CUST00416,2023-10-07,wrong_item,True,3.0,1.0
TKT000477,CUST00419,2024-05-09,wrong_item,False,,
TKT000478,CUST00420,2023-10-04,delivery_delay,True,4.0,4.0
TKT000479,CUST00420,2024-03-24,billing_issue,True,14.0,4.0
TKT000480,CUST00421,2023-07-01,refund_not_received,False,,
TKT000481,CUST00421,2023-09-26,wrong_item,False,,
TKT000482,CUST00421,2024-03-31,delivery_delay,False,,
TKT000483,CUST00421,2023-07-24,wrong_item,True,12.0,5.0
TKT000484,CUST00421,2023-09-17,general_query,True,9.0,5.0
TKT000485,CUST00424,2024-01-22,refund_not_received,True,1.0,4.0
TKT000486,CUST00424,2023-09-08,general_query,True,14.0,2.0
TKT000487,CUST00425,2023-07-16,billing_issue,True,6.0,2.0
TKT000488,CUST00425,2024-04-24,delivery_delay,True,3.0,3.0
TKT000489,CUST00425,2024-01-23,refund_not_received,True,12.0,4.0
TKT000490,CUST00426,2023-08-31,refund_not_received,False,,
TKT000491,CUST00427,2023-11-15,billing_issue,True,11.0,1.0
TKT000492,CUST00427,2023-10-07,billing_issue,False,,
TKT000493,CUST00427,2023-10-09,product_defect,False,,
TKT000494,CUST00431,2023-11-30,delivery_delay,True,14.0,2.0
TKT000495,CUST00431,2023-09-10,general_query,True,5.0,3.0
TKT000496,CUST00432,2023-09-04,delivery_delay,True,2.0,5.0
TKT000497,CUST00434,2024-01-10,product_defect,True,4.0,3.0
TKT000498,CUST00434,2023-08-12,billing_issue,True,5.0,4.0
TKT000499,CUST00435,2024-03-12,billing_issue,True,7.0,2.0
TKT000500,CUST00437,2023-12-07,billing_issue,True,13.0,5.0
TKT000501,CUST00438,2023-12-18,wrong_item,False,,
TKT000502,CUST00438,2024-02-01,billing_issue,False,,
TKT000503,CUST00438,2023-08-16,general_query,False,,
TKT000504,CUST00438,2023-11-05,general_query,True,8.0,5.0
TKT000505,CUST00439,2023-08-13,product_defect,True,1.0,1.0
TKT000506,CUST00439,2023-09-22,delivery_delay,True,1.0,1.0
TKT000507,CUST00440,2024-05-11,product_defect,True,9.0,4.0
TKT000508,CUST00440,2023-07-24,delivery_delay,True,7.0,2.0
TKT000509,CUST00440,2024-01-18,refund_not_received,True,6.0,5.0
TKT000510,CUST00440,2024-01-07,billing_issue,True,13.0,1.0
TKT000511,CUST00442,2023-09-14,refund_not_received,True,2.0,1.0
TKT000512,CUST00442,2023-07-26,delivery_delay,True,12.0,3.0
TKT000513,CUST00444,2023-08-11,billing_issue,False,,
TKT000514,CUST00444,2023-07-10,product_defect,True,5.0,2.0
TKT000515,CUST00444,2023-07-28,general_query,True,11.0,3.0
TKT000516,CUST00445,2023-07-11,refund_not_received,True,7.0,3.0
TKT000517,CUST00446,2023-07-05,billing_issue,True,5.0,5.0
TKT000518,CUST00447,2024-03-20,wrong_item,False,,
TKT000519,CUST00447,2024-05-02,billing_issue,True,8.0,2.0
TKT000520,CUST00450,2024-01-12,general_query,True,4.0,3.0
TKT000521,CUST00450,2024-03-16,product_defect,False,,
TKT000522,CUST00450,2024-01-14,refund_not_received,True,8.0,3.0
TKT000523,CUST00450,2023-07-20,refund_not_received,True,8.0,4.0
TKT000524,CUST00451,2024-03-13,general_query,True,13.0,2.0
TKT000525,CUST00451,2023-12-14,wrong_item,False,,
TKT000526,CUST00452,2023-10-01,wrong_item,False,,
TKT000527,CUST00453,2024-06-05,delivery_delay,True,1.0,3.0
TKT000528,CUST00453,2023-07-03,refund_not_received,True,10.0,1.0
TKT000529,CUST00455,2024-02-19,refund_not_received,True,2.0,2.0
TKT000530,CUST00456,2023-10-12,refund_not_received,True,2.0,5.0
TKT000531,CUST00460,2023-08-29,wrong_item,True,7.0,4.0
TKT000532,CUST00464,2023-07-03,billing_issue,False,,
TKT000533,CUST00464,2023-10-19,wrong_item,False,,
TKT000534,CUST00465,2023-10-31,general_query,True,2.0,4.0
TKT000535,CUST00466,2024-04-29,product_defect,False,,
TKT000536,CUST00467,2024-02-02,wrong_item,False,,
TKT000537,CUST00470,2023-12-13,general_query,True,13.0,2.0
TKT000538,CUST00471,2024-06-04,wrong_item,True,13.0,2.0
TKT000539,CUST00471,2023-12-14,billing_issue,False,,
TKT000540,CUST00472,2023-12-22,wrong_item,True,6.0,5.0
TKT000541,CUST00475,2023-11-14,refund_not_received,True,8.0,2.0
TKT000542,CUST00476,2024-01-18,refund_not_received,True,9.0,1.0
TKT000543,CUST00477,2024-06-01,product_defect,True,9.0,2.0
TKT000544,CUST00477,2023-07-31,refund_not_received,True,14.0,4.0
TKT000545,CUST00480,2024-02-13,refund_not_received,False,,
TKT000546,CUST00480,2023-07-18,delivery_delay,False,,
TKT000547,CUST00481,2024-03-28,delivery_delay,True,5.0,5.0
TKT000548,CUST00481,2023-07-08,billing_issue,True,4.0,4.0
TKT000549,CUST00481,2023-07-22,delivery_delay,False,,
TKT000550,CUST00482,2023-09-10,refund_not_received,True,6.0,4.0
TKT000551,CUST00482,2023-07-08,product_defect,True,10.0,1.0
TKT000552,CUST00482,2023-09-05,general_query,True,10.0,3.0
TKT000553,CUST00484,2023-12-11,refund_not_received,False,,
TKT000554,CUST00484,2024-03-10,delivery_delay,False,,
TKT000555,CUST00485,2023-08-01,refund_not_received,True,3.0,1.0
TKT000556,CUST00489,2024-06-02,delivery_delay,True,7.0,3.0
TKT000557,CUST00491,2024-06-01,refund_not_received,True,14.0,1.0
TKT000558,CUST00492,2024-01-28,billing_issue,False,,
TKT000559,CUST00492,2024-05-05,general_query,True,11.0,3.0
TKT000560,CUST00494,2024-03-21,general_query,False,,
TKT000561,CUST00495,2023-10-30,general_query,True,11.0,2.0
TKT000562,CUST00496,2023-08-25,product_defect,True,8.0,2.0
TKT000563,CUST00497,2023-08-30,general_query,True,9.0,4.0
TKT000564,CUST00498,2023-11-17,general_query,True,1.0,3.0
TKT000565,CUST00499,2023-12-28,billing_issue,True,10.0,1.0
TKT000566,CUST00499,2023-10-31,product_defect,True,12.0,5.0
TKT000567,CUST00501,2023-08-25,billing_issue,True,2.0,3.0
TKT000568,CUST00502,2024-02-01,product_defect,True,14.0,4.0
TKT000569,CUST00502,2024-06-25,product_defect,True,10.0,2.0
TKT000570,CUST00502,2024-03-10,delivery_delay,False,,
TKT000571,CUST00503,2024-03-13,refund_not_received,False,,
TKT000572,CUST00504,2023-10-13,refund_not_received,True,14.0,3.0
TKT000573,CUST00505,2023-11-27,delivery_delay,True,4.0,4.0
TKT000574,CUST00505,2023-09-24,wrong_item,False,,
TKT000575,CUST00505,2024-05-22,refund_not_received,True,2.0,2.0
TKT000576,CUST00505,2023-08-23,billing_issue,False,,
TKT000577,CUST00506,2024-02-14,general_query,True,11.0,3.0
TKT000578,CUST00506,2024-05-28,wrong_item,True,13.0,4.0
TKT000579,CUST00506,2024-05-17,general_query,True,6.0,3.0
TKT000580,CUST00507,2023-09-18,product_defect,True,4.0,3.0
TKT000581,CUST00507,2023-12-27,general_query,False,,
TKT000582,CUST00508,2023-09-24,refund_not_received,True,11.0,1.0
TKT000583,CUST00508,2023-11-19,general_query,True,3.0,2.0
TKT000584,CUST00509,2023-09-23,general_query,False,,
TKT000585,CUST00511,2024-03-31,product_defect,True,13.0,2.0
TKT000586,CUST00512,2023-12-30,billing_issue,False,,
TKT000587,CUST00512,2023-11-18,refund_not_received,True,2.0,3.0
TKT000588,CUST00513,2024-03-22,billing_issue,True,11.0,4.0
TKT000589,CUST00513,2024-01-28,product_defect,True,7.0,5.0
TKT000590,CUST00516,2023-07-25,general_query,True,8.0,3.0
TKT000591,CUST00517,2023-12-01,wrong_item,True,6.0,1.0
TKT000592,CUST00518,2023-11-10,billing_issue,True,4.0,1.0
TKT000593,CUST00518,2024-06-24,delivery_delay,False,,
TKT000594,CUST00520,2023-09-22,general_query,False,,
TKT000595,CUST00521,2023-07-15,billing_issue,True,1.0,5.0
TKT000596,CUST00522,2023-10-28,general_query,True,5.0,3.0
TKT000597,CUST00522,2024-06-16,wrong_item,True,9.0,1.0
TKT000598,CUST00524,2023-08-01,billing_issue,True,1.0,1.0
TKT000599,CUST00526,2024-06-29,general_query,True,9.0,4.0
TKT000600,CUST00528,2023-10-24,wrong_item,True,5.0,4.0
TKT000601,CUST00529,2023-11-20,product_defect,True,8.0,5.0
TKT000602,CUST00529,2023-09-23,refund_not_received,False,,
TKT000603,CUST00531,2024-03-22,general_query,False,,
TKT000604,CUST00531,2024-01-30,wrong_item,True,4.0,2.0
TKT000605,CUST00532,2024-03-02,refund_not_received,True,8.0,3.0
TKT000606,CUST00532,2023-09-10,product_defect,True,4.0,4.0
TKT000607,CUST00533,2023-09-08,product_defect,False,,
TKT000608,CUST00533,2024-04-11,general_query,False,,
TKT000609,CUST00534,2023-11-22,product_defect,False,,
TKT000610,CUST00534,2023-10-16,delivery_delay,True,6.0,1.0
TKT000611,CUST00534,2024-03-29,wrong_item,True,4.0,5.0
TKT000612,CUST00535,2023-08-07,wrong_item,True,6.0,1.0
TKT000613,CUST00536,2024-01-16,delivery_delay,False,,
TKT000614,CUST00536,2023-08-27,wrong_item,True,11.0,1.0
TKT000615,CUST00538,2024-02-21,refund_not_received,True,1.0,5.0
TKT000616,CUST00538,2023-10-29,general_query,False,,
TKT000617,CUST00539,2023-09-15,billing_issue,True,2.0,3.0
TKT000618,CUST00541,2023-12-31,refund_not_received,False,,
TKT000619,CUST00542,2023-11-12,refund_not_received,True,7.0,1.0
TKT000620,CUST00542,2023-09-11,general_query,True,6.0,5.0
TKT000621,CUST00543,2024-05-02,delivery_delay,True,8.0,3.0
TKT000622,CUST00544,2023-10-25,product_defect,False,,
TKT000623,CUST00544,2023-12-13,product_defect,True,10.0,4.0
TKT000624,CUST00546,2023-08-04,wrong_item,True,9.0,4.0
TKT000625,CUST00546,2024-01-28,billing_issue,True,11.0,3.0
TKT000626,CUST00547,2023-07-30,refund_not_received,False,,
TKT000627,CUST00547,2024-05-01,general_query,True,10.0,5.0
TKT000628,CUST00548,2024-02-21,wrong_item,False,,
TKT000629,CUST00548,2023-08-27,delivery_delay,False,,
TKT000630,CUST00550,2023-11-20,billing_issue,True,6.0,2.0
TKT000631,CUST00550,2024-01-08,refund_not_received,True,8.0,4.0
TKT000632,CUST00551,2024-02-08,general_query,True,3.0,1.0
TKT000633,CUST00551,2024-04-18,wrong_item,True,9.0,4.0
TKT000634,CUST00552,2023-11-15,delivery_delay,True,13.0,5.0
TKT000635,CUST00553,2024-05-19,billing_issue,False,,
TKT000636,CUST00553,2023-10-08,wrong_item,True,8.0,5.0
TKT000637,CUST00553,2023-07-23,product_defect,True,3.0,2.0
TKT000638,CUST00554,2023-08-30,delivery_delay,True,1.0,3.0
TKT000639,CUST00554,2023-09-02,wrong_item,True,6.0,1.0
TKT000640,CUST00554,2023-11-18,wrong_item,True,9.0,3.0
TKT000641,CUST00554,2024-02-05,general_query,True,10.0,1.0
TKT000642,CUST00556,2023-09-11,wrong_item,True,3.0,3.0
TKT000643,CUST00557,2023-12-03,general_query,True,12.0,4.0
TKT000644,CUST00560,2024-05-08,product_defect,False,,
TKT000645,CUST00561,2023-08-22,delivery_delay,True,13.0,4.0
TKT000646,CUST00561,2024-01-09,wrong_item,True,13.0,2.0
TKT000647,CUST00562,2023-12-24,refund_not_received,True,6.0,5.0
TKT000648,CUST00563,2023-07-22,billing_issue,True,7.0,2.0
TKT000649,CUST00563,2023-10-16,general_query,True,2.0,5.0
TKT000650,CUST00567,2023-12-06,billing_issue,False,,
TKT000651,CUST00567,2023-10-23,general_query,True,6.0,4.0
TKT000652,CUST00567,2023-10-15,billing_issue,True,3.0,4.0
TKT000653,CUST00568,2024-03-24,refund_not_received,True,4.0,1.0
TKT000654,CUST00568,2023-09-02,refund_not_received,False,,
TKT000655,CUST00568,2024-03-09,billing_issue,True,12.0,2.0
TKT000656,CUST00568,2023-11-19,refund_not_received,False,,
TKT000657,CUST00568,2024-06-16,general_query,True,10.0,4.0
TKT000658,CUST00570,2023-10-16,wrong_item,False,,
TKT000659,CUST00570,2024-06-24,delivery_delay,False,,
TKT000660,CUST00570,2023-07-14,wrong_item,True,6.0,1.0
TKT000661,CUST00570,2023-11-15,billing_issue,True,7.0,2.0
TKT000662,CUST00571,2023-08-22,general_query,False,,
TKT000663,CUST00574,2024-06-16,delivery_delay,True,8.0,5.0
TKT000664,CUST00575,2024-03-03,general_query,True,3.0,4.0
TKT000665,CUST00576,2023-12-30,billing_issue,True,3.0,3.0
TKT000666,CUST00576,2024-02-02,delivery_delay,True,6.0,5.0
TKT000667,CUST00576,2024-01-26,general_query,True,6.0,4.0
TKT000668,CUST00577,2023-10-18,refund_not_received,True,8.0,3.0
TKT000669,CUST00578,2024-03-17,general_query,True,13.0,4.0
TKT000670,CUST00579,2024-04-06,general_query,True,6.0,5.0
TKT000671,CUST00582,2024-05-14,billing_issue,True,13.0,5.0
TKT000672,CUST00583,2023-11-07,billing_issue,True,11.0,5.0
TKT000673,CUST00583,2024-01-26,wrong_item,True,12.0,3.0
TKT000674,CUST00584,2024-03-19,delivery_delay,True,6.0,2.0
TKT000675,CUST00584,2023-12-12,general_query,True,8.0,2.0
TKT000676,CUST00586,2023-11-19,billing_issue,True,6.0,1.0
TKT000677,CUST00586,2023-11-10,delivery_delay,True,6.0,1.0
TKT000678,CUST00587,2024-03-24,refund_not_received,False,,
TKT000679,CUST00588,2023-08-24,product_defect,True,2.0,2.0
TKT000680,CUST00588,2023-09-30,refund_not_received,True,9.0,2.0
TKT000681,CUST00588,2023-09-20,delivery_delay,True,14.0,2.0
TKT000682,CUST00591,2023-10-26,billing_issue,False,,
TKT000683,CUST00592,2024-01-11,billing_issue,True,14.0,5.0
TKT000684,CUST00592,2024-04-11,general_query,True,10.0,2.0
TKT000685,CUST00593,2024-01-23,refund_not_received,True,2.0,4.0
TKT000686,CUST00593,2024-02-27,refund_not_received,True,12.0,2.0
TKT000687,CUST00594,2023-09-14,billing_issue,True,6.0,5.0
TKT000688,CUST00594,2024-03-11,billing_issue,True,5.0,5.0
TKT000689,CUST00595,2024-03-17,refund_not_received,False,,
TKT000690,CUST00595,2023-10-09,refund_not_received,False,,
TKT000691,CUST00595,2023-11-16,billing_issue,True,7.0,4.0
TKT000692,CUST00595,2024-01-09,delivery_delay,True,7.0,4.0
TKT000693,CUST00596,2023-10-27,wrong_item,True,10.0,3.0
TKT000694,CUST00598,2023-11-13,general_query,False,,
TKT000695,CUST00598,2024-01-14,delivery_delay,True,6.0,4.0
TKT000696,CUST00599,2023-10-27,product_defect,False,,
TKT000697,CUST00600,2023-12-31,wrong_item,False,,
TKT000698,CUST00600,2024-06-09,general_query,True,14.0,5.0
TKT000699,CUST00602,2023-08-01,billing_issue,True,9.0,1.0
TKT000700,CUST00602,2024-06-16,wrong_item,True,13.0,3.0
TKT000701,CUST00603,2023-10-03,product_defect,True,6.0,4.0
TKT000702,CUST00604,2023-10-16,wrong_item,True,13.0,4.0
TKT000703,CUST00607,2023-08-12,billing_issue,True,1.0,2.0
TKT000704,CUST00607,2024-02-03,delivery_delay,False,,
TKT000705,CUST00609,2024-02-04,delivery_delay,True,13.0,4.0
TKT000706,CUST00611,2024-01-26,delivery_delay,True,7.0,4.0
TKT000707,CUST00611,2024-06-22,delivery_delay,True,7.0,1.0
TKT000708,CUST00611,2024-05-16,wrong_item,True,11.0,4.0
TKT000709,CUST00611,2023-11-19,general_query,True,5.0,1.0
TKT000710,CUST00612,2023-07-05,general_query,True,11.0,3.0
TKT000711,CUST00615,2024-06-06,wrong_item,True,6.0,5.0
TKT000712,CUST00615,2024-01-27,general_query,True,9.0,5.0
TKT000713,CUST00617,2024-04-20,refund_not_received,True,1.0,4.0
TKT000714,CUST00617,2023-09-11,delivery_delay,True,11.0,4.0
TKT000715,CUST00617,2024-01-23,wrong_item,True,10.0,2.0
TKT000716,CUST00618,2024-01-11,wrong_item,True,12.0,5.0
TKT000717,CUST00619,2024-06-09,product_defect,False,,
TKT000718,CUST00620,2023-07-30,billing_issue,True,4.0,4.0
TKT000719,CUST00621,2024-02-01,product_defect,True,5.0,3.0
TKT000720,CUST00622,2024-01-15,general_query,False,,
TKT000721,CUST00623,2024-05-11,billing_issue,True,12.0,2.0
TKT000722,CUST00624,2024-03-01,wrong_item,True,14.0,2.0
TKT000723,CUST00624,2024-02-17,general_query,True,14.0,5.0
TKT000724,CUST00626,2023-08-12,refund_not_received,False,,
TKT000725,CUST00628,2023-12-07,general_query,True,10.0,1.0
TKT000726,CUST00629,2024-06-09,wrong_item,True,6.0,2.0
TKT000727,CUST00631,2023-09-01,general_query,False,,
TKT000728,CUST00633,2023-09-23,general_query,True,14.0,5.0
TKT000729,CUST00635,2023-09-25,refund_not_received,False,,
TKT000730,CUST00635,2023-10-20,wrong_item,True,2.0,3.0
TKT000731,CUST00635,2024-06-24,refund_not_received,True,2.0,4.0
TKT000732,CUST00635,2024-06-03,billing_issue,True,8.0,2.0
TKT000733,CUST00637,2024-05-23,delivery_delay,True,10.0,5.0
TKT000734,CUST00637,2024-05-01,refund_not_received,False,,
TKT000735,CUST00639,2023-09-30,delivery_delay,False,,
TKT000736,CUST00641,2024-03-07,product_defect,False,,
TKT000737,CUST00644,2023-08-14,refund_not_received,True,10.0,1.0
TKT000738,CUST00644,2023-07-18,delivery_delay,True,6.0,1.0
TKT000739,CUST00645,2024-05-09,wrong_item,True,5.0,4.0
TKT000740,CUST00647,2023-12-15,wrong_item,False,,
TKT000741,CUST00648,2023-11-18,product_defect,True,14.0,3.0
TKT000742,CUST00648,2024-03-09,product_defect,True,8.0,4.0
TKT000743,CUST00650,2023-08-31,refund_not_received,True,3.0,2.0
TKT000744,CUST00651,2023-09-04,refund_not_received,True,13.0,5.0
TKT000745,CUST00652,2024-01-23,wrong_item,True,1.0,5.0
TKT000746,CUST00653,2024-05-30,general_query,True,9.0,5.0
TKT000747,CUST00653,2023-11-11,product_defect,True,11.0,2.0
TKT000748,CUST00655,2024-05-15,refund_not_received,False,,
TKT000749,CUST00657,2024-05-12,delivery_delay,False,,
TKT000750,CUST00657,2024-02-08,delivery_delay,True,5.0,3.0
TKT000751,CUST00658,2023-11-13,refund_not_received,True,6.0,1.0
TKT000752,CUST00659,2024-02-15,delivery_delay,True,6.0,2.0
TKT000753,CUST00660,2023-11-22,wrong_item,True,11.0,5.0
TKT000754,CUST00664,2023-08-10,refund_not_received,True,12.0,5.0
TKT000755,CUST00664,2024-02-04,wrong_item,True,5.0,1.0
TKT000756,CUST00664,2023-07-28,billing_issue,True,13.0,1.0
TKT000757,CUST00664,2024-03-09,refund_not_received,False,,
TKT000758,CUST00664,2023-09-18,billing_issue,True,9.0,4.0
TKT000759,CUST00666,2023-11-23,billing_issue,True,4.0,5.0
TKT000760,CUST00667,2024-03-23,billing_issue,True,7.0,3.0
TKT000761,CUST00669,2024-04-06,product_defect,True,14.0,4.0
TKT000762,CUST00669,2023-07-22,general_query,True,13.0,4.0
TKT000763,CUST00670,2024-02-06,delivery_delay,True,5.0,4.0
TKT000764,CUST00671,2024-02-17,wrong_item,False,,
TKT000765,CUST00671,2024-06-28,refund_not_received,False,,
TKT000766,CUST00672,2023-07-10,wrong_item,True,4.0,3.0
TKT000767,CUST00673,2024-04-11,wrong_item,True,7.0,1.0
TKT000768,CUST00673,2023-09-18,refund_not_received,True,12.0,2.0
TKT000769,CUST00673,2024-05-15,wrong_item,True,2.0,3.0
TKT000770,CUST00674,2024-01-05,delivery_delay,True,10.0,3.0
TKT000771,CUST00677,2024-02-11,general_query,False,,
TKT000772,CUST00677,2023-12-27,refund_not_received,False,,
TKT000773,CUST00677,2024-01-08,refund_not_received,True,9.0,5.0
TKT000774,CUST00678,2023-08-08,wrong_item,True,11.0,5.0
TKT000775,CUST00678,2024-04-02,refund_not_received,True,3.0,4.0
TKT000776,CUST00679,2024-05-24,product_defect,True,4.0,3.0
TKT000777,CUST00679,2024-06-13,product_defect,True,11.0,5.0
TKT000778,CUST00679,2024-03-13,delivery_delay,True,12.0,2.0
TKT000779,CUST00679,2024-04-13,product_defect,True,8.0,2.0
TKT000780,CUST00679,2024-02-26,refund_not_received,True,3.0,4.0
TKT000781,CUST00680,2023-11-14,refund_not_received,False,,
TKT000782,CUST00680,2023-11-18,billing_issue,True,6.0,5.0
TKT000783,CUST00681,2023-10-13,billing_issue,False,,
TKT000784,CUST00681,2023-08-10,refund_not_received,False,,
TKT000785,CUST00682,2023-09-28,general_query,False,,
TKT000786,CUST00683,2023-07-04,wrong_item,True,10.0,2.0
TKT000787,CUST00683,2023-09-09,billing_issue,True,10.0,2.0
TKT000788,CUST00683,2024-05-23,refund_not_received,True,6.0,4.0
TKT000789,CUST00684,2024-04-10,general_query,False,,
TKT000790,CUST00684,2023-12-06,wrong_item,True,12.0,5.0
TKT000791,CUST00684,2024-06-27,wrong_item,False,,
TKT000792,CUST00686,2024-03-04,refund_not_received,True,8.0,5.0
TKT000793,CUST00686,2024-03-14,delivery_delay,False,,
TKT000794,CUST00688,2024-03-24,delivery_delay,True,12.0,2.0
TKT000795,CUST00689,2024-05-06,billing_issue,True,1.0,3.0
TKT000796,CUST00691,2024-02-26,product_defect,True,9.0,5.0
TKT000797,CUST00692,2024-03-08,delivery_delay,True,11.0,3.0
TKT000798,CUST00693,2023-07-25,general_query,False,,
TKT000799,CUST00695,2024-05-11,delivery_delay,True,7.0,4.0
TKT000800,CUST00695,2024-02-07,delivery_delay,True,3.0,2.0
TKT000801,CUST00697,2023-11-26,delivery_delay,True,14.0,1.0
TKT000802,CUST00698,2023-08-29,billing_issue,True,14.0,5.0
TKT000803,CUST00699,2023-08-05,product_defect,False,,
TKT000804,CUST00700,2024-05-24,wrong_item,True,13.0,2.0
TKT000805,CUST00701,2023-09-15,delivery_delay,True,6.0,4.0
TKT000806,CUST00702,2024-02-25,delivery_delay,True,14.0,3.0
TKT000807,CUST00702,2023-09-07,delivery_delay,False,,
TKT000808,CUST00702,2023-07-21,refund_not_received,True,1.0,5.0
TKT000809,CUST00703,2023-11-27,product_defect,False,,
TKT000810,CUST00704,2023-12-18,wrong_item,True,7.0,1.0
TKT000811,CUST00705,2024-04-18,general_query,True,3.0,2.0
TKT000812,CUST00705,2024-01-22,refund_not_received,False,,
TKT000813,CUST00706,2023-09-21,product_defect,True,3.0,3.0
TKT000814,CUST00707,2024-05-07,billing_issue,True,12.0,2.0
TKT000815,CUST00707,2023-11-24,delivery_delay,False,,
TKT000816,CUST00708,2024-02-25,refund_not_received,True,3.0,1.0
TKT000817,CUST00708,2024-05-30,delivery_delay,True,2.0,3.0
TKT000818,CUST00709,2023-10-28,billing_issue,False,,
TKT000819,CUST00710,2023-10-19,delivery_delay,False,,
TKT000820,CUST00710,2023-12-10,billing_issue,True,9.0,1.0
TKT000821,CUST00711,2024-06-10,billing_issue,True,8.0,3.0
TKT000822,CUST00713,2024-03-27,refund_not_received,False,,
TKT000823,CUST00715,2023-10-02,wrong_item,True,1.0,5.0
TKT000824,CUST00716,2024-03-12,delivery_delay,True,13.0,4.0
TKT000825,CUST00716,2023-09-18,general_query,False,,
TKT000826,CUST00721,2024-04-07,delivery_delay,True,8.0,2.0
TKT000827,CUST00721,2023-11-01,delivery_delay,False,,
TKT000828,CUST00722,2023-10-04,refund_not_received,True,2.0,3.0
TKT000829,CUST00723,2024-03-20,product_defect,True,10.0,1.0
TKT000830,CUST00725,2023-08-26,product_defect,False,,
TKT000831,CUST00725,2024-06-16,wrong_item,False,,
TKT000832,CUST00726,2023-07-25,refund_not_received,True,13.0,1.0
TKT000833,CUST00727,2023-10-27,product_defect,True,11.0,3.0
TKT000834,CUST00727,2023-10-21,wrong_item,True,11.0,4.0
TKT000835,CUST00728,2023-08-15,billing_issue,True,14.0,5.0
