event_id,customer_id,event_date,event_type,device,session_duration_sec
EVT0001247,CUST00116,2024-05-08,add_to_cart,desktop,135
EVT0001248,CUST00116,2024-02-25,checkout,desktop,477
EVT0001249,CUST00117,2023-09-08,search,mobile,150
EVT0001250,CUST00117,2024-01-03,checkout,desktop,457
EVT0001251,CUST00117,2024-01-04,page_view,mobile,249
EVT0001252,CUST00117,2023-11-29,wishlist,tablet,764
EVT0001253,CUST00117,2023-11-18,search,mobile,684
EVT0001254,CUST00117,2023-09-08,wishlist,desktop,388
EVT0001255,CUST00118,2024-02-09,page_view,tablet,205
EVT0001256,CUST00118,2023-10-19,product_review,desktop,895
EVT0001257,CUST00118,2023-10-19,page_view,tablet,781
EVT0001258,CUST00118,2023-10-27,wishlist,desktop,106
EVT0001259,CUST00118,2024-01-04,checkout,desktop,243
EVT0001260,CUST00118,2023-11-29,checkout,mobile,803
EVT0001261,CUST00118,2023-11-26,app_open,tablet,757
EVT0001262,CUST00119,2024-02-17,checkout,desktop,818
EVT0001263,CUST00119,2024-01-07,wishlist,tablet,468
EVT0001264,CUST00119,2024-02-27,checkout,desktop,457
EVT0001265,CUST00119,2023-12-19,wishlist,tablet,361
EVT0001266,CUST00119,2023-11-25,checkout,desktop,770
EVT0001267,CUST00119,2024-05-15,wishlist,mobile,604
EVT0001268,CUST00120,2023-12-15,app_open,mobile,435
EVT0001269,CUST00120,2023-11-20,search,tablet,822
EVT0001270,CUST00120,2023-10-21,checkout,desktop,375
EVT0001271,CUST00120,2024-02-29,page_view,desktop,629
EVT0001272,CUST00120,2023-10-05,page_view,desktop,661
EVT0001273,CUST00120,2024-02-11,app_open,desktop,452
EVT0001274,CUST00120,2023-11-10,checkout,mobile,347
EVT0001275,CUST00120,2024-02-04,checkout,desktop,416
EVT0001276,CUST00120,2023-10-13,checkout,tablet,395
EVT0001277,CUST00120,2024-03-06,app_open,tablet,588
EVT0001278,CUST00120,2024-03-05,app_open,desktop,735
EVT0001279,CUST00120,2023-12-07,checkout,mobile,739
EVT0001280,CUST00120,2023-10-09,checkout,mobile,549
EVT0001281,CUST00120,2023-09-19,app_open,mobile,546
EVT0001282,CUST00120,2023-12-13,page_view,tablet,332
EVT0001283,CUST00120,2024-02-20,checkout,mobile,811
EVT0001284,CUST00120,2023-11-20,wishlist,mobile,847
EVT0001285,CUST00120,2023-10-08,product_review,mobile,58
EVT0001286,CUST00120,2023-10-06,search,mobile,214
EVT0001287,CUST00121,2024-02-21,page_view,mobile,814
EVT0001288,CUST00121,2024-02-08,search,mobile,208
EVT0001289,CUST00121,2023-11-09,app_open,tablet,768
EVT0001290,CUST00121,2024-01-24,wishlist,tablet,869
EVT0001291,CUST00121,2023-12-30,app_open,mobile,534
EVT0001292,CUST00121,2023-12-31,add_to_cart,desktop,766
EVT0001293,CUST00121,2024-03-12,app_open,desktop,553
EVT0001294,CUST00122,2023-12-27,search,desktop,675
EVT0001295,CUST00122,2024-02-09,wishlist,tablet,129
EVT0001296,CUST00122,2024-01-30,product_review,tablet,366
EVT0001297,CUST00122,2023-12-24,wishlist,tablet,642
EVT0001298,CUST00122,2024-01-02,product_review,tablet,350
EVT0001299,CUST00122,2024-01-06,product_review,mobile,369
EVT0001300,CUST00122,2023-10-27,app_open,tablet,330
EVT0001301,CUST00122,2023-10-09,search,tablet,886
EVT0001302,CUST00122,2023-10-01,product_review,tablet,893
EVT0001303,CUST00122,2024-02-15,checkout,tablet,385
EVT0001304,CUST00122,2024-01-06,wishlist,tablet,693
EVT0001305,CUST00122,2023-10-02,product_review,desktop,176
EVT0001306,CUST00122,2024-01-29,search,tablet,514
EVT0001307,CUST00122,2023-09-19,product_review,desktop,111
EVT0001308,CUST00122,2024-01-30,page_view,tablet,739
EVT0001309,CUST00123,2024-06-02,search,mobile,538
EVT0001310,CUST00123,2023-12-31,wishlist,tablet,498
EVT0001311,CUST00123,2024-04-16,app_open,mobile,155
EVT0001312,CUST00123,2024-05-29,wishlist,tablet,463
EVT0001313,CUST00123,2024-04-18,add_to_cart,desktop,56
EVT0001314,CUST00123,2024-01-26,search,tablet,765
EVT0001315,CUST00124,2024-05-23,wishlist,tablet,32
EVT0001316,CUST00124,2024-03-25,product_review,desktop,649
EVT0001317,CUST00124,2024-02-27,product_review,mobile,663
EVT0001318,CUST00124,2023-12-21,checkout,tablet,305
EVT0001319,CUST00124,2024-05-21,page_view,tablet,400
EVT0001320,CUST00124,2023-12-31,checkout,desktop,825
EVT0001321,CUST00124,2024-01-24,add_to_cart,desktop,718
EVT0001322,CUST00124,2024-03-23,wishlist,tablet,783
EVT0001323,CUST00124,2024-03-28,add_to_cart,mobile,46
EVT0001324,CUST00124,2024-03-21,add_to_cart,mobile,722
EVT0001325,CUST00124,2024-01-27,wishlist,mobile,556
EVT0001326,CUST00124,2024-04-19,search,tablet,446
EVT0001327,CUST00125,2024-01-30,search,mobile,883
EVT0001328,CUST00125,2023-12-11,search,desktop,208
EVT0001329,CUST00125,2024-01-16,wishlist,mobile,753
EVT0001330,CUST00125,2024-01-04,wishlist,mobile,372
EVT0001331,CUST00125,2024-03-09,search,mobile,617
EVT0001332,CUST00125,2024-02-16,checkout,desktop,884
EVT0001333,CUST00126,2023-11-09,page_view,desktop,878
EVT0001334,CUST00126,2023-10-11,checkout,tablet,60
EVT0001335,CUST00126,2023-09-15,checkout,mobile,716
EVT0001336,CUST00126,2023-11-20,search,desktop,145
EVT0001337,CUST00126,2024-01-13,app_open,desktop,865
EVT0001338,CUST00127,2024-04-22,app_open,tablet,298
EVT0001339,CUST00127,2024-01-14,add_to_cart,desktop,898
EVT0001340,CUST00127,2024-01-03,wishlist,desktop,632
EVT0001341,CUST00127,2024-03-03,search,mobile,526
EVT0001342,CUST00127,2024-02-07,product_review,mobile,739
EVT0001343,CUST00127,2024-02-21,search,tablet,896
EVT0001344,CUST00127,2024-05-02,add_to_cart,desktop,643
EVT0001345,CUST00127,2023-12-19,page_view,desktop,427
EVT0001346,CUST00127,2024-01-12,product_review,tablet,287
EVT0001347,CUST00127,2024-01-03,page_view,desktop,51
EVT0001348,CUST00128,2023-09-04,add_to_cart,desktop,464
EVT0001349,CUST00128,2024-01-16,page_view,mobile,203
EVT0001350,CUST00128,2023-12-21,wishlist,mobile,703
EVT0001351,CUST00128,2024-01-12,page_view,tablet,811
EVT0001352,CUST00128,2023-12-12,wishlist,tablet,755
EVT0001353,CUST00128,2023-11-10,search,mobile,372
EVT0001354,CUST00128,2023-10-19,add_to_cart,tablet,297
EVT0001355,CUST00128,2023-09-16,wishlist,mobile,605
EVT0001356,CUST00128,2023-11-20,product_review,tablet,463
EVT0001357,CUST00128,2023-12-27,add_to_cart,desktop,397
EVT0001358,CUST00128,2023-09-24,app_open,tablet,741
EVT0001359,CUST00129,2023-10-21,search,tablet,117
EVT0001360,CUST00129,2023-10-27,product_review,tablet,783
EVT0001361,CUST00129,2023-08-29,product_review,tablet,539
EVT0001362,CUST00129,2023-12-28,page_view,tablet,558
EVT0001363,CUST00129,2023-12-06,product_review,tablet,735
EVT0001364,CUST00129,2023-07-01,product_review,mobile,152
EVT0001365,CUST00129,2023-10-30,add_to_cart,desktop,654
EVT0001366,CUST00129,2023-10-06,product_review,mobile,243
EVT0001367,CUST00130,2024-04-15,wishlist,mobile,200
EVT0001368,CUST00131,2024-03-31,product_review,desktop,42
EVT0001369,CUST00131,2023-11-01,checkout,mobile,178
EVT0001370,CUST00131,2023-12-17,search,desktop,820
EVT0001371,CUST00131,2023-11-18,checkout,mobile,281
EVT0001372,CUST00131,2023-12-12,checkout,tablet,691
EVT0001373,CUST00131,2024-04-10,app_open,tablet,772
EVT0001374,CUST00131,2024-04-03,add_to_cart,tablet,206
EVT0001375,CUST00131,2024-03-07,product_review,mobile,880
EVT0001376,CUST00131,2023-12-13,add_to_cart,mobile,85
EVT0001377,CUST00131,2024-02-02,wishlist,tablet,330
EVT0001378,CUST00131,2023-11-04,app_open,tablet,274
EVT0001379,CUST00132,2024-03-12,search,desktop,557
EVT0001380,CUST00132,2023-11-18,page_view,desktop,291
EVT0001381,CUST00132,2023-11-11,wishlist,desktop,144
EVT0001382,CUST00132,2024-04-01,app_open,desktop,174
EVT0001383,CUST00132,2023-10-21,app_open,desktop,667
EVT0001384,CUST00132,2023-11-10,page_view,mobile,750
EVT0001385,CUST00133,2023-12-04,search,desktop,198
EVT0001386,CUST00133,2023-12-17,wishlist,mobile,540
EVT0001387,CUST00133,2024-01-09,product_review,mobile,582
EVT0001388,CUST00133,2023-08-06,app_open,mobile,671
EVT0001389,CUST00133,2023-12-27,add_to_cart,desktop,534
EVT0001390,CUST00133,2023-07-31,wishlist,mobile,293
EVT0001391,CUST00133,2024-01-12,add_to_cart,mobile,889
EVT0001392,CUST00133,2023-10-25,product_review,tablet,514
EVT0001393,CUST00134,2023-12-23,wishlist,tablet,856
EVT0001394,CUST00134,2023-08-25,page_view,desktop,258
EVT0001395,CUST00134,2023-12-09,add_to_cart,desktop,563
EVT0001396,CUST00134,2024-01-06,add_to_cart,desktop,542
EVT0001397,CUST00134,2023-12-25,app_open,mobile,78
EVT0001398,CUST00134,2024-01-15,product_review,desktop,189
EVT0001399,CUST00134,2023-09-01,product_review,desktop,661
EVT0001400,CUST00134,2023-10-20,search,desktop,324
EVT0001401,CUST00135,2024-02-03,page_view,mobile,424
EVT0001402,CUST00135,2023-11-24,page_view,tablet,84
EVT0001403,CUST00136,2024-02-02,page_view,tablet,170
EVT0001404,CUST00136,2024-02-17,app_open,mobile,304
EVT0001405,CUST00136,2024-03-13,checkout,tablet,416
EVT0001406,CUST00136,2023-11-26,wishlist,tablet,681
EVT0001407,CUST00136,2023-10-05,wishlist,tablet,866
EVT0001408,CUST00137,2024-01-28,add_to_cart,tablet,160
EVT0001409,CUST00137,2024-04-07,app_open,tablet,281
EVT0001410,CUST00137,2024-02-11,page_view,tablet,132
EVT0001411,CUST00137,2024-04-10,add_to_cart,desktop,292
EVT0001412,CUST00137,2023-12-03,checkout,tablet,735
EVT0001413,CUST00137,2023-12-10,wishlist,mobile,634
EVT0001414,CUST00137,2024-04-03,app_open,tablet,114
EVT0001415,CUST00137,2023-12-24,wishlist,tablet,629
EVT0001416,CUST00137,2023-12-07,wishlist,desktop,308
EVT0001417,CUST00137,2023-11-17,product_review,tablet,314
EVT0001418,CUST00137,2023-12-06,checkout,mobile,390
EVT0001419,CUST00137,2024-02-21,checkout,mobile,704
EVT0001420,CUST00137,2024-04-22,wishlist,desktop,286
EVT0001421,CUST00137,2024-02-18,add_to_cart,tablet,140
EVT0001422,CUST00137,2024-01-13,app_open,desktop,451
EVT0001423,CUST00138,2023-12-08,wishlist,tablet,31
EVT0001424,CUST00138,2024-02-24,app_open,desktop,363
EVT0001425,CUST00138,2024-04-06,app_open,desktop,338
EVT0001426,CUST00138,2024-02-25,wishlist,desktop,740
EVT0001427,CUST00138,2024-01-30,checkout,desktop,559
EVT0001428,CUST00139,2024-03-30,product_review,desktop,193
EVT0001429,CUST00139,2024-03-23,add_to_cart,tablet,553
EVT0001430,CUST00139,2024-02-03,search,tablet,846
EVT0001431,CUST00139,2024-03-04,wishlist,desktop,355
EVT0001432,CUST00140,2024-02-03,search,mobile,55
EVT0001433,CUST00140,2024-04-22,add_to_cart,mobile,517
EVT0001434,CUST00140,2024-02-04,wishlist,mobile,108
EVT0001435,CUST00140,2024-04-26,search,mobile,259
EVT0001436,CUST00140,2024-03-06,product_review,tablet,662
EVT0001437,CUST00140,2024-02-19,wishlist,desktop,569
EVT0001438,CUST00140,2024-04-30,search,mobile,529
EVT0001439,CUST00140,2024-02-22,checkout,mobile,796
EVT0001440,CUST00140,2024-03-05,product_review,mobile,400
EVT0001441,CUST00141,2024-03-19,add_to_cart,desktop,148
EVT0001442,CUST00141,2024-03-15,wishlist,mobile,763
EVT0001443,CUST00141,2024-03-05,app_open,tablet,723
EVT0001444,CUST00141,2024-03-04,wishlist,mobile,220
EVT0001445,CUST00141,2024-02-13,checkout,mobile,214
EVT0001446,CUST00142,2024-01-07,add_to_cart,mobile,485
EVT0001447,CUST00142,2024-02-16,page_view,tablet,524
EVT0001448,CUST00142,2024-02-04,add_to_cart,desktop,80
EVT0001449,CUST00142,2023-11-12,page_view,desktop,271
EVT0001450,CUST00142,2024-03-22,add_to_cart,tablet,648
EVT0001451,CUST00142,2023-12-12,product_review,tablet,598
EVT0001452,CUST00143,2023-11-01,add_to_cart,mobile,411
EVT0001453,CUST00143,2024-01-16,page_view,mobile,573
EVT0001454,CUST00143,2023-11-30,search,mobile,685
EVT0001455,CUST00143,2023-10-31,wishlist,desktop,728
EVT0001456,CUST00143,2023-10-09,app_open,mobile,455
EVT0001457,CUST00143,2023-12-30,add_to_cart,mobile,570
EVT0001458,CUST00143,2023-09-24,wishlist,desktop,132
EVT0001459,CUST00143,2024-02-10,search,tablet,384
EVT0001460,CUST00143,2023-10-19,search,tablet,735
EVT0001461,CUST00143,2023-09-30,search,tablet,714
EVT0001462,CUST00143,2024-02-02,search,mobile,132
EVT0001463,CUST00143,2023-09-24,search,desktop,215
EVT0001464,CUST00144,2024-01-08,checkout,tablet,603
EVT0001465,CUST00144,2023-12-09,wishlist,mobile,828
EVT0001466,CUST00144,2023-08-27,page_view,desktop,291
EVT0001467,CUST00144,2023-12-21,add_to_cart,tablet,632
EVT0001468,CUST00145,2023-07-08,wishlist,desktop,222
EVT0001469,CUST00145,2023-10-04,add_to_cart,mobile,320
EVT0001470,CUST00145,2023-07-31,product_review,desktop,759
EVT0001471,CUST00145,2023-11-27,app_open,tablet,485
EVT0001472,CUST00145,2023-11-20,product_review,mobile,306
EVT0001473,CUST00145,2023-12-10,app_open,tablet,721
EVT0001474,CUST00145,2023-10-28,add_to_cart,desktop,181
EVT0001475,CUST00145,2023-10-13,app_open,mobile,877
EVT0001476,CUST00146,2024-01-13,app_open,mobile,657
EVT0001477,CUST00146,2023-08-09,page_view,tablet,788
EVT0001478,CUST00146,2023-09-26,add_to_cart,mobile,415
EVT0001479,CUST00146,2023-12-03,add_to_cart,mobile,330
EVT0001480,CUST00146,2023-08-09,add_to_cart,mobile,703
EVT0001481,CUST00147,2023-09-04,app_open,tablet,539
EVT0001482,CUST00147,2024-01-06,wishlist,desktop,521
EVT0001483,CUST00147,2023-10-13,add_to_cart,tablet,784
EVT0001484,CUST00147,2024-02-11,checkout,mobile,168
EVT0001485,CUST00147,2024-01-28,add_to_cart,desktop,537
EVT0001486,CUST00147,2023-09-13,app_open,tablet,632
EVT0001487,CUST00147,2023-10-31,search,mobile,81
EVT0001488,CUST00147,2024-01-12,wishlist,mobile,612
EVT0001489,CUST00147,2023-10-13,app_open,tablet,213
EVT0001490,CUST00147,2023-10-21,app_open,mobile,317
EVT0001491,CUST00147,2023-12-06,product_review,tablet,398
EVT0001492,CUST00147,2024-01-04,page_view,desktop,423
EVT0001493,CUST00147,2023-09-25,search,tablet,864
EVT0001494,CUST00147,2024-01-30,wishlist,mobile,865
EVT0001495,CUST00147,2023-10-03,add_to_cart,mobile,122
EVT0001496,CUST00147,2023-09-27,checkout,desktop,548
EVT0001497,CUST00148,2023-11-04,page_view,desktop,445
EVT0001498,CUST00148,2023-11-04,app_open,mobile,139
EVT0001499,CUST00148,2023-09-20,page_view,mobile,411
EVT0001500,CUST00148,2023-11-25,wishlist,mobile,799
EVT0001501,CUST00148,2023-12-29,checkout,desktop,429
EVT0001502,CUST00148,2024-01-19,page_view,tablet,159
EVT0001503,CUST00148,2023-12-09,page_view,desktop,170
EVT0001504,CUST00148,2023-11-09,app_open,desktop,406
EVT0001505,CUST00148,2024-01-11,page_view,mobile,49
EVT0001506,CUST00148,2023-12-10,checkout,desktop,798
EVT0001507,CUST00148,2023-09-19,wishlist,desktop,349
EVT0001508,CUST00148,2023-12-04,search,desktop,688
EVT0001509,CUST00148,2023-12-05,search,desktop,847
EVT0001510,CUST00148,2023-10-11,product_review,mobile,792
EVT0001511,CUST00148,2023-08-10,search,desktop,851
EVT0001512,CUST00149,2023-11-21,page_view,desktop,262
EVT0001513,CUST00149,2024-03-16,add_to_cart,mobile,208
EVT0001514,CUST00149,2023-10-29,app_open,mobile,578
EVT0001515,CUST00149,2024-02-17,add_to_cart,desktop,228
EVT0001516,CUST00149,2023-11-28,add_to_cart,desktop,875
EVT0001517,CUST00149,2024-02-29,page_view,mobile,640
EVT0001518,CUST00149,2023-10-11,search,mobile,791
EVT0001519,CUST00149,2024-02-05,app_open,tablet,118
EVT0001520,CUST00150,2024-05-08,checkout,mobile,268
EVT0001521,CUST00150,2024-02-25,page_view,desktop,67
EVT0001522,CUST00150,2024-03-10,app_open,desktop,719
EVT0001523,CUST00150,2024-04-02,search,tablet,208
EVT0001524,CUST00151,2023-10-11,add_to_cart,mobile,619
EVT0001525,CUST00151,2023-11-29,wishlist,desktop,899
EVT0001526,CUST00151,2023-09-30,wishlist,tablet,718
EVT0001527,CUST00151,2023-10-29,checkout,desktop,257
EVT0001528,CUST00151,2023-12-20,checkout,tablet,124
EVT0001529,CUST00152,2024-01-11,wishlist,tablet,892
EVT0001530,CUST00152,2024-04-01,add_to_cart,desktop,376
EVT0001531,CUST00152,2024-02-17,wishlist,tablet,318
EVT0001532,CUST00152,2024-03-05,app_open,mobile,481
EVT0001533,CUST00152,2024-03-05,wishlist,desktop,464
EVT0001534,CUST00153,2023-11-29,product_review,mobile,201
EVT0001535,CUST00154,2023-09-21,checkout,desktop,105
EVT0001536,CUST00154,2023-11-12,wishlist,tablet,480
EVT0001537,CUST00154,2023-10-19,page_view,desktop,854
EVT0001538,CUST00154,2023-12-17,app_open,desktop,200
EVT0001539,CUST00155,2023-11-13,wishlist,tablet,804
EVT0001540,CUST00155,2023-11-06,product_review,mobile,398
EVT0001541,CUST00155,2023-07-20,app_open,desktop,296
EVT0001542,CUST00155,2023-11-12,wishlist,desktop,648
EVT0001543,CUST00155,2023-08-26,search,mobile,414
EVT0001544,CUST00155,2023-10-11,add_to_cart,desktop,115
EVT0001545,CUST00155,2023-07-14,app_open,tablet,437
EVT0001546,CUST00155,2023-12-09,product_review,tablet,223
EVT0001547,CUST00155,2023-10-06,app_open,tablet,667
EVT0001548,CUST00155,2023-08-17,add_to_cart,mobile,141
EVT0001549,CUST00155,2023-09-01,page_view,mobile,386
EVT0001550,CUST00155,2023-09-13,app_open,desktop,270
EVT0001551,CUST00155,2023-07-28,search,desktop,219
EVT0001552,CUST00155,2023-11-26,page_view,tablet,684
EVT0001553,CUST00155,2023-06-28,wishlist,desktop,861
EVT0001554,CUST00155,2023-11-03,wishlist,mobile,125
EVT0001555,CUST00155,2023-09-22,page_view,tablet,789
EVT0001556,CUST00155,2023-10-14,add_to_cart,tablet,506
EVT0001557,CUST00155,2023-07-16,app_open,mobile,750
EVT0001558,CUST00156,2023-11-02,app_open,tablet,57
EVT0001559,CUST00156,2023-10-04,app_open,tablet,276
EVT0001560,CUST00156,2023-11-22,search,tablet,796
EVT0001561,CUST00156,2023-11-14,wishlist,tablet,690
EVT0001562,CUST00156,2023-12-21,checkout,desktop,358
EVT0001563,CUST00157,2023-11-13,search,desktop,412
EVT0001564,CUST00157,2023-11-19,checkout,tablet,608
EVT0001565,CUST00157,2023-12-22,wishlist,mobile,387
EVT0001566,CUST00157,2024-02-09,add_to_cart,tablet,624
EVT0001567,CUST00157,2023-11-10,page_view,tablet,817
EVT0001568,CUST00157,2024-02-06,add_to_cart,desktop,572
EVT0001569,CUST00157,2024-03-12,app_open,desktop,364
EVT0001570,CUST00157,2024-01-11,search,desktop,629
EVT0001571,CUST00157,2023-12-19,product_review,tablet,365
EVT0001572,CUST00157,2024-04-08,app_open,tablet,493
EVT0001573,CUST00157,2023-12-12,app_open,tablet,471
EVT0001574,CUST00158,2024-01-12,app_open,desktop,268
EVT0001575,CUST00158,2024-02-13,app_open,tablet,139
EVT0001576,CUST00158,2023-12-04,search,mobile,586
EVT0001577,CUST00158,2023-11-16,checkout,tablet,720
EVT0001578,CUST00158,2023-09-28,wishlist,desktop,140
EVT0001579,CUST00158,2024-01-31,app_open,tablet,257
EVT0001580,CUST00158,2023-09-07,app_open,mobile,852
EVT0001581,CUST00158,2023-12-17,checkout,desktop,102
EVT0001582,CUST00158,2023-09-15,product_review,tablet,606
EVT0001583,CUST00158,2023-09-23,search,mobile,505
EVT0001584,CUST00158,2023-12-03,add_to_cart,mobile,479
EVT0001585,CUST00158,2024-01-31,page_view,mobile,771
EVT0001586,CUST00158,2024-01-21,product_review,tablet,840
EVT0001587,CUST00158,2023-11-25,app_open,tablet,686
EVT0001588,CUST00159,2024-02-04,wishlist,mobile,850
EVT0001589,CUST00159,2023-11-01,app_open,desktop,389
EVT0001590,CUST00159,2023-11-29,page_view,desktop,238
EVT0001591,CUST00159,2024-02-06,page_view,tablet,765
EVT0001592,CUST00159,2024-01-21,checkout,mobile,256
EVT0001593,CUST00159,2023-09-30,product_review,mobile,96
EVT0001594,CUST00159,2024-01-10,wishlist,desktop,310
EVT0001595,CUST00159,2024-02-25,search,desktop,191
EVT0001596,CUST00159,2023-10-31,app_open,tablet,325
EVT0001597,CUST00160,2023-12-26,page_view,mobile,467
EVT0001598,CUST00160,2024-02-06,wishlist,tablet,44
EVT0001599,CUST00160,2024-03-04,search,tablet,257
EVT0001600,CUST00160,2024-05-03,product_review,tablet,820
EVT0001601,CUST00161,2023-08-03,search,desktop,70
EVT0001602,CUST00161,2023-11-27,page_view,desktop,109
EVT0001603,CUST00161,2023-10-28,page_view,mobile,753
EVT0001604,CUST00161,2023-08-13,page_view,tablet,500
EVT0001605,CUST00161,2023-11-20,search,desktop,451
EVT0001606,CUST00161,2023-08-20,search,mobile,595
EVT0001607,CUST00161,2023-08-18,checkout,tablet,269
EVT0001608,CUST00161,2023-08-16,add_to_cart,tablet,138
EVT0001609,CUST00161,2023-08-31,app_open,tablet,843
EVT0001610,CUST00161,2023-11-09,checkout,desktop,654
EVT0001611,CUST00161,2023-11-02,checkout,desktop,453
EVT0001612,CUST00161,2023-12-03,page_view,mobile,46
EVT0001613,CUST00161,2023-09-04,product_review,tablet,697
EVT0001614,CUST00161,2023-08-24,checkout,desktop,82
EVT0001615,CUST00161,2023-12-15,search,tablet,503
EVT0001616,CUST00161,2023-12-01,page_view,tablet,250
EVT0001617,CUST00161,2023-11-12,wishlist,tablet,721
EVT0001618,CUST00162,2023-09-26,checkout,tablet,103
EVT0001619,CUST00162,2023-08-19,page_view,desktop,126
EVT0001620,CUST00162,2024-01-05,search,desktop,835
EVT0001621,CUST00163,2024-01-03,page_view,mobile,541
EVT0001622,CUST00163,2024-04-13,app_open,mobile,132
EVT0001623,CUST00163,2024-04-27,add_to_cart,mobile,165
EVT0001624,CUST00163,2024-03-30,add_to_cart,tablet,435
EVT0001625,CUST00163,2023-12-07,app_open,mobile,658
EVT0001626,CUST00163,2024-04-18,wishlist,mobile,895
EVT0001627,CUST00163,2024-04-19,page_view,mobile,809
EVT0001628,CUST00163,2023-12-11,page_view,tablet,417
EVT0001629,CUST00164,2023-12-18,app_open,desktop,773
EVT0001630,CUST00164,2023-09-09,page_view,mobile,831
EVT0001631,CUST00164,2023-11-01,checkout,desktop,660
EVT0001632,CUST00164,2023-09-27,checkout,mobile,70
EVT0001633,CUST00164,2024-01-09,wishlist,tablet,342
EVT0001634,CUST00164,2024-01-17,page_view,desktop,264
EVT0001635,CUST00164,2023-12-23,search,mobile,791
EVT0001636,CUST00164,2023-12-30,wishlist,mobile,611
EVT0001637,CUST00164,2023-11-01,wishlist,mobile,634
EVT0001638,CUST00164,2023-11-14,search,tablet,425
EVT0001639,CUST00164,2024-01-06,checkout,desktop,179
EVT0001640,CUST00164,2024-01-10,page_view,desktop,50
EVT0001641,CUST00164,2023-12-29,app_open,desktop,289
EVT0001642,CUST00164,2023-11-21,app_open,tablet,429
EVT0001643,CUST00164,2023-11-18,wishlist,mobile,190
EVT0001644,CUST00164,2023-08-10,wishlist,tablet,190
EVT0001645,CUST00164,2024-01-16,app_open,tablet,709
EVT0001646,CUST00164,2024-01-01,wishlist,desktop,681
EVT0001647,CUST00164,2023-09-25,page_view,desktop,742
EVT0001648,CUST00164,2023-10-10,wishlist,tablet,887
EVT0001649,CUST00164,2023-11-14,page_view,mobile,331
EVT0001650,CUST00164,2024-01-01,wishlist,tablet,815
EVT0001651,CUST00164,2024-01-02,checkout,mobile,280
EVT0001652,CUST00165,2024-02-10,add_to_cart,mobile,705
EVT0001653,CUST00165,2023-11-29,product_review,desktop,324
EVT0001654,CUST00165,2023-11-19,checkout,desktop,157
EVT0001655,CUST00165,2023-10-03,add_to_cart,mobile,32
EVT0001656,CUST00166,2024-05-17,checkout,mobile,736
EVT0001657,CUST00166,2024-03-30,search,tablet,163
EVT0001658,CUST00166,2024-05-18,add_to_cart,mobile,826
EVT0001659,CUST00166,2024-01-08,checkout,desktop,465
EVT0001660,CUST00166,2024-01-24,wishlist,desktop,560
EVT0001661,CUST00166,2024-04-09,add_to_cart,tablet,793
EVT0001662,CUST00166,2024-01-17,search,mobile,540
EVT0001663,CUST00166,2024-04-02,search,mobile,74
EVT0001664,CUST00166,2024-03-06,search,desktop,265
EVT0001665,CUST00167,2023-12-26,search,desktop,457
EVT0001666,CUST00167,2024-03-13,app_open,desktop,805
EVT0001667,CUST00167,2024-03-02,add_to_cart,tablet,417
EVT0001668,CUST00167,2024-06-13,product_review,mobile,841
EVT0001669,CUST00167,2024-01-18,app_open,desktop,696
EVT0001670,CUST00167,2024-04-03,app_open,tablet,642
EVT0001671,CUST00168,2024-01-01,page_view,desktop,841
EVT0001672,CUST00168,2024-02-07,page_view,desktop,334
EVT0001673,CUST00169,2023-11-07,app_open,desktop,880
EVT0001674,CUST00169,2023-11-08,product_review,tablet,899
EVT0001675,CUST00169,2023-11-23,product_review,desktop,446
EVT0001676,CUST00169,2023-11-02,checkout,desktop,764
EVT0001677,CUST00169,2023-12-30,add_to_cart,tablet,864
EVT0001678,CUST00169,2023-08-20,checkout,mobile,382
EVT0001679,CUST00170,2024-03-06,add_to_cart,desktop,544
EVT0001680,CUST00170,2023-12-14,add_to_cart,tablet,892
EVT0001681,CUST00171,2024-01-04,app_open,desktop,818
EVT0001682,CUST00171,2024-03-22,add_to_cart,mobile,855
EVT0001683,CUST00171,2024-01-18,app_open,desktop,466
EVT0001684,CUST00171,2024-02-24,wishlist,tablet,577
EVT0001685,CUST00171,2023-12-07,wishlist,mobile,541
EVT0001686,CUST00171,2024-02-28,app_open,tablet,818
EVT0001687,CUST00171,2024-03-03,checkout,tablet,342
EVT0001688,CUST00171,2024-02-19,product_review,desktop,693
EVT0001689,CUST00171,2024-05-01,add_to_cart,tablet,60
EVT0001690,CUST00171,2024-05-09,add_to_cart,tablet,132
EVT0001691,CUST00171,2024-03-01,add_to_cart,desktop,455
EVT0001692,CUST00171,2024-02-23,app_open,tablet,330
EVT0001693,CUST00171,2024-02-15,add_to_cart,tablet,596
EVT0001694,CUST00171,2024-04-02,add_to_cart,mobile,284
EVT0001695,CUST00171,2024-02-28,app_open,desktop,770
EVT0001696,CUST00172,2024-03-04,wishlist,desktop,457
EVT0001697,CUST00172,2023-12-19,app_open,mobile,165
EVT0001698,CUST00172,2023-12-16,search,tablet,813
EVT0001699,CUST00172,2024-01-13,app_open,desktop,818
EVT0001700,CUST00173,2023-09-09,wishlist,desktop,649
EVT0001701,CUST00173,2023-09-18,add_to_cart,tablet,35
EVT0001702,CUST00173,2024-01-02,app_open,tablet,659
EVT0001703,CUST00173,2023-10-10,page_view,mobile,236
EVT0001704,CUST00173,2023-12-30,app_open,tablet,507
EVT0001705,CUST00174,2023-10-09,page_view,tablet,109
EVT0001706,CUST00174,2023-10-17,product_review,desktop,523
