customer_id,snapshot_date,recency_days,frequency,monetary_value,avg_order_value,return_rate,discount_usage_rate,categories_bought,ticket_count,unresolved_tickets,avg_satisfaction,total_sessions,days_since_last_session,campaign_count,campaign_open_rate,campaign_conversion_rate,membership_tier,age,tenure_days
CUST00208,2024-06-30,78,3,283.3,94.43,0.0,0.667,2,0,0,,6,296,4,0.5,0.25,Bronze,28.0,254
CUST00209,2024-06-30,715,1,131.46,131.46,0.0,1.0,1,1,0,5.0,6,95,0,0.0,0.0,Bronze,19.0,821
CUST00210,2024-06-30,29,1,126.68,126.68,0.0,0.0,1,2,0,1.5,7,160,2,0.5,0.0,Bronze,,40
CUST00211,2024-06-30,111,3,294.09,98.03,0.667,0.333,3,0,0,,6,158,5,0.8,0.4,Bronze,61.0,358
CUST00212,2024-06-30,0,19,1886.45,99.29,0.211,0.526,4,2,1,5.0,31,184,1,0.0,0.0,Platinum,61.0,41
CUST00213,2024-06-30,7,4,531.3,132.83,0.5,0.0,3,1,0,3.0,13,165,5,0.8,0.0,Silver,26.0,64
CUST00214,2024-06-30,77,4,357.62,89.4,0.0,0.0,2,1,0,2.0,8,130,3,0.333,0.0,Silver,38.0,476
CUST00215,2024-06-30,10,8,1551.17,193.9,0.0,0.625,5,1,0,2.0,7,9,5,0.2,0.0,Silver,41.0,481
CUST00216,2024-06-30,79,4,368.96,92.24,0.0,0.25,3,0,0,,5,65,1,0.0,0.0,Bronze,51.0,769
CUST00217,2024-06-30,73,1,84.5,84.5,0.0,0.0,1,0,0,,5,42,2,0.5,0.0,Bronze,39.0,249
CUST00218,2024-06-30,454,1,53.53,53.53,0.0,1.0,1,2,0,2.5,5,100,3,0.333,0.0,Bronze,20.0,470
CUST00219,2024-06-30,2,3,284.36,94.79,0.0,0.333,2,2,0,1.5,4,27,5,0.4,0.0,Bronze,,682
CUST00220,2024-06-30,334,2,263.63,131.82,0.0,0.5,2,2,1,5.0,11,160,5,0.4,0.2,Silver,45.0,564
CUST00221,2024-06-30,22,1,236.87,236.87,0.0,0.0,1,0,0,,4,118,0,0.0,0.0,Bronze,47.0,624
CUST00222,2024-06-30,20,6,754.74,125.79,0.167,0.333,3,1,0,5.0,11,71,1,0.0,0.0,Bronze,43.0,258
CUST00223,2024-06-30,161,4,427.15,106.79,0.0,0.0,2,0,0,,7,95,1,0.0,0.0,Silver,38.0,373
CUST00224,2024-06-30,8,8,1018.01,113.11,0.0,0.444,4,0,0,,15,114,3,0.333,0.333,Gold,,109
CUST00225,2024-06-30,32,6,464.06,77.34,0.333,0.333,4,3,0,1.67,15,124,0,0.0,0.0,Gold,43.0,382
CUST00226,2024-06-30,5,5,523.7,104.74,0.4,0.6,3,0,0,,19,157,4,0.75,0.25,Gold,50.0,425
CUST00227,2024-06-30,77,5,359.84,71.97,0.0,0.6,4,1,0,1.0,18,108,5,0.4,0.0,Gold,38.0,319
CUST00228,2024-06-30,273,3,307.11,102.37,0.0,0.333,2,1,1,,7,71,3,0.667,0.667,Bronze,52.0,484
CUST00229,2024-06-30,1,2,214.57,107.28,0.5,0.0,2,2,0,3.0,16,164,0,0.0,0.0,Gold,51.0,872
CUST00230,2024-06-30,600,1,74.84,74.84,0.0,1.0,1,2,1,1.0,5,139,0,0.0,0.0,Bronze,58.0,700
CUST00231,2024-06-30,125,1,39.08,39.08,0.0,0.0,1,1,0,5.0,11,19,4,0.5,0.25,Silver,64.0,157
CUST00232,2024-06-30,97,3,208.13,69.38,0.0,0.333,3,0,0,,10,19,1,0.0,0.0,Silver,35.0,731
CUST00233,2024-06-30,289,2,128.9,64.45,0.0,0.5,2,0,0,,5,118,0,0.0,0.0,Bronze,28.0,572
CUST00234,2024-06-30,139,3,332.13,110.71,0.0,0.0,3,3,0,2.0,14,139,0,0.0,0.0,Gold,40.0,388
CUST00235,2024-06-30,5,11,798.99,72.64,0.091,0.273,5,0,0,,18,49,2,0.5,0.0,Gold,39.0,556
CUST00236,2024-06-30,10,2,148.86,74.43,0.0,1.0,2,3,0,3.0,8,46,3,1.0,0.667,Bronze,34.0,342
CUST00237,2024-06-30,10,7,570.11,81.44,0.0,0.571,3,2,0,2.5,13,122,0,0.0,0.0,Gold,22.0,104
CUST00238,2024-06-30,85,3,311.06,103.69,0.0,0.333,2,2,0,5.0,8,104,4,0.25,0.25,Bronze,61.0,575
CUST00239,2024-06-30,15,6,561.72,93.62,0.0,0.5,4,2,1,3.0,11,77,2,0.5,0.0,Silver,28.0,225
CUST00240,2024-06-30,26,5,659.13,131.83,0.0,0.8,3,0,0,,8,56,5,0.6,0.2,Silver,47.0,872
CUST00241,2024-06-30,24,7,1004.69,143.53,0.0,0.286,4,1,0,2.0,5,40,1,0.0,0.0,Silver,32.0,58
CUST00242,2024-06-30,109,10,862.01,86.2,0.1,0.7,5,2,0,3.5,18,111,5,0.6,0.4,Gold,44.0,735
CUST00243,2024-06-30,6,9,1034.13,114.9,0.111,0.667,4,1,1,,14,84,0,0.0,0.0,Gold,52.0,45
CUST00244,2024-06-30,4,11,1046.91,95.17,0.091,0.636,4,1,0,5.0,28,161,2,1.0,1.0,Gold,,452
CUST00245,2024-06-30,349,2,390.17,195.08,0.0,0.5,1,0,0,,0,999,0,0.0,0.0,Bronze,37.0,618
CUST00246,2024-06-30,16,10,709.96,71.0,0.1,0.6,5,5,1,2.25,16,173,0,0.0,0.0,Gold,33.0,834
CUST00247,2024-06-30,92,1,198.78,198.78,0.0,0.0,1,0,0,,8,189,0,0.0,0.0,Bronze,51.0,622
CUST00248,2024-06-30,89,5,330.47,66.09,0.0,0.8,4,1,0,5.0,21,65,4,0.0,0.0,Gold,19.0,434
CUST00249,2024-06-30,389,2,493.77,246.89,0.0,0.5,2,0,0,,2,49,3,0.667,0.333,Bronze,52.0,665
CUST00250,2024-06-30,14,3,457.59,152.53,0.0,0.333,3,0,0,,4,47,1,1.0,1.0,Bronze,57.0,560
CUST00251,2024-06-30,53,7,616.32,88.05,0.143,0.571,5,0,0,,8,142,4,0.25,0.0,Silver,45.0,643
CUST00252,2024-06-30,85,1,74.87,74.87,0.0,0.0,1,1,0,3.0,5,133,5,0.6,0.0,Bronze,64.0,106
CUST00253,2024-06-30,51,3,280.62,93.54,0.333,0.667,3,2,0,3.0,7,103,0,0.0,0.0,Bronze,56.0,258
CUST00254,2024-06-30,26,1,109.86,54.93,0.0,0.0,1,2,0,2.5,6,125,0,0.0,0.0,Bronze,23.0,326
CUST00255,2024-06-30,351,1,77.82,77.82,0.0,0.0,1,0,0,,4,100,1,0.0,0.0,Bronze,26.0,539
CUST00256,2024-06-30,67,3,472.28,157.43,0.0,1.0,3,2,1,3.0,4,128,3,0.667,0.0,Bronze,37.0,744
CUST00257,2024-06-30,496,1,209.02,209.02,0.0,1.0,1,2,0,2.5,10,15,3,0.667,0.0,Bronze,18.0,602
CUST00258,2024-06-30,202,3,567.94,189.31,0.0,0.333,3,2,1,4.0,5,66,2,0.0,0.0,Silver,25.0,567
CUST00259,2024-06-30,134,1,95.28,95.28,0.0,0.0,1,2,0,3.5,7,149,5,0.6,0.2,Bronze,40.0,612
CUST00260,2024-06-30,39,2,338.85,169.42,0.0,0.5,2,0,0,,10,117,1,1.0,1.0,Silver,20.0,644
CUST00261,2024-06-30,129,3,438.06,146.02,0.0,0.333,2,1,0,2.0,9,52,4,0.25,0.0,Bronze,21.0,355
CUST00262,2024-06-30,1,15,2229.48,148.63,0.267,0.533,5,0,0,,33,54,5,0.4,0.0,Platinum,42.0,392
CUST00263,2024-06-30,1,8,755.36,94.42,0.125,0.375,4,2,0,2.0,16,152,2,0.5,0.0,Gold,64.0,698
CUST00264,2024-06-30,36,5,303.99,60.8,0.0,0.0,3,3,1,4.0,1,224,0,0.0,0.0,Bronze,55.0,388
CUST00265,2024-06-30,75,7,1201.65,171.66,0.0,0.429,5,2,0,4.5,16,187,0,0.0,0.0,Gold,32.0,735
CUST00266,2024-06-30,65,9,1078.53,119.84,0.222,0.778,4,1,0,2.0,20,210,3,0.667,0.0,Gold,38.0,816
CUST00267,2024-06-30,17,5,1269.84,253.97,0.4,0.2,2,0,0,,36,124,4,0.5,0.0,Platinum,52.0,353
CUST00268,2024-06-30,186,3,230.18,76.73,0.0,0.667,1,0,0,,18,42,5,0.2,0.0,Silver,63.0,727
CUST00269,2024-06-30,70,1,185.51,185.51,0.0,0.0,1,2,0,2.0,2,178,1,1.0,0.0,Bronze,31.0,355
CUST00270,2024-06-30,1,3,382.21,127.4,0.0,0.333,2,1,1,,11,126,5,0.4,0.2,Silver,53.0,654
CUST00271,2024-06-30,92,4,670.57,167.64,0.0,0.5,3,3,1,3.0,12,111,3,0.333,0.0,Silver,29.0,854
CUST00272,2024-06-30,18,4,842.69,210.67,0.0,0.25,3,1,1,,11,88,1,0.0,0.0,Silver,34.0,194
CUST00273,2024-06-30,33,4,399.45,99.86,0.0,0.25,2,0,0,,5,78,1,1.0,1.0,Bronze,56.0,602
CUST00274,2024-06-30,17,7,812.92,116.13,0.0,0.429,5,1,1,,16,136,1,0.0,0.0,Gold,26.0,633
CUST00275,2024-06-30,57,9,660.09,73.34,0.111,0.444,4,0,0,,30,141,3,0.333,0.0,Platinum,52.0,827
CUST00276,2024-06-30,305,2,126.92,63.46,0.0,0.5,2,1,1,,2,62,1,1.0,1.0,Bronze,30.0,484
CUST00277,2024-06-30,23,1,369.67,369.67,0.0,1.0,1,1,1,,4,251,0,0.0,0.0,Bronze,32.0,182
CUST00278,2024-06-30,65,1,128.16,128.16,0.0,1.0,1,1,0,1.0,4,151,5,0.6,0.0,Bronze,35.0,766
CUST00279,2024-06-30,143,2,213.08,106.54,0.0,1.0,2,3,2,3.0,14,36,1,1.0,0.0,Gold,50.0,156
CUST00280,2024-06-30,36,5,930.39,186.08,0.0,0.4,2,1,0,1.0,12,175,0,0.0,0.0,Silver,23.0,222
CUST00281,2024-06-30,379,1,226.68,226.68,1.0,1.0,1,3,2,4.0,10,100,3,0.333,0.0,Silver,,656
CUST00282,2024-06-30,125,2,206.1,103.05,0.0,0.5,2,1,0,5.0,12,58,3,0.667,0.333,Silver,40.0,803
CUST00283,2024-06-30,15,5,592.17,118.43,0.4,0.6,4,0,0,,9,204,3,0.333,0.0,Silver,44.0,559
CUST00284,2024-06-30,23,1,18.53,18.53,0.0,0.0,1,1,0,1.0,5,154,2,0.0,0.0,Bronze,51.0,39
CUST00285,2024-06-30,1,3,261.02,87.01,0.0,0.333,2,0,0,,8,47,3,0.333,0.0,Silver,,121
CUST00286,2024-06-30,1,9,647.64,71.96,0.0,0.333,4,1,0,1.0,14,16,3,0.667,0.333,Gold,55.0,168
CUST00287,2024-06-30,120,2,137.94,68.97,0.5,0.0,2,0,0,,33,194,0,0.0,0.0,Platinum,31.0,510
CUST00288,2024-06-30,5,10,940.57,94.06,0.1,0.5,5,2,0,4.0,33,69,4,1.0,0.75,Platinum,53.0,478
CUST00289,2024-06-30,77,8,1164.68,145.58,0.0,0.625,4,0,0,,30,9,3,1.0,0.667,Platinum,25.0,362
CUST00290,2024-06-30,163,5,337.76,67.55,0.4,0.4,4,4,2,2.5,14,112,5,0.8,0.4,Silver,52.0,898
CUST00291,2024-06-30,32,3,217.73,72.58,0.0,0.0,3,1,0,3.0,6,47,1,0.0,0.0,Silver,36.0,369
CUST00292,2024-06-30,24,2,132.9,66.45,0.5,0.5,2,0,0,,9,140,3,0.667,0.333,Silver,47.0,81
CUST00293,2024-06-30,61,9,733.65,81.52,0.111,0.111,5,1,1,,17,113,4,0.75,0.0,Gold,31.0,736
CUST00294,2024-06-30,413,1,98.4,98.4,0.0,0.0,1,0,0,,5,79,0,0.0,0.0,Bronze,37.0,495
CUST00295,2024-06-30,155,5,1079.54,215.91,0.0,0.4,3,2,0,3.0,1,355,3,1.0,0.333,Bronze,42.0,747
CUST00296,2024-06-30,202,1,65.92,65.92,0.0,1.0,1,4,0,3.0,5,100,0,0.0,0.0,Bronze,57.0,828
CUST00297,2024-06-30,190,5,283.49,56.7,0.0,0.0,4,3,2,5.0,7,165,1,1.0,1.0,Silver,41.0,504
CUST00298,2024-06-30,53,2,296.03,148.01,0.5,0.5,1,2,0,3.0,4,74,0,0.0,0.0,Bronze,31.0,430
CUST00299,2024-06-30,64,3,387.94,129.31,0.0,0.667,3,0,0,,5,266,3,0.667,0.0,Bronze,43.0,468
CUST00300,2024-06-30,4,2,302.29,151.15,0.0,0.0,2,1,1,,5,230,1,0.0,0.0,Bronze,55.0,634
CUST00301,2024-06-30,365,2,151.56,75.78,0.0,0.0,1,1,0,4.0,2,221,2,0.0,0.0,Bronze,40.0,850
CUST00302,2024-06-30,102,7,514.92,73.56,0.0,0.286,4,3,0,1.67,22,174,0,0.0,0.0,Gold,39.0,686
CUST00303,2024-06-30,312,1,108.54,108.54,0.0,0.0,1,1,1,,6,109,3,0.667,0.0,Bronze,36.0,627
CUST00304,2024-06-30,260,1,34.31,34.31,0.0,1.0,1,1,0,4.0,11,173,5,0.4,0.2,Silver,63.0,538
CUST00305,2024-06-30,103,4,570.9,142.72,0.25,0.75,2,1,0,4.0,7,190,3,0.333,0.0,Silver,20.0,182
CUST00306,2024-06-30,15,11,1070.05,97.28,0.273,0.727,4,1,0,2.0,21,120,5,0.4,0.0,Gold,59.0,543
CUST00307,2024-06-30,76,2,304.08,152.04,0.0,0.0,2,0,0,,5,205,4,0.25,0.0,Bronze,36.0,532
CUST00308,2024-06-30,76,14,2133.2,152.37,0.071,0.357,4,3,0,3.0,31,83,3,1.0,0.667,Platinum,26.0,883
CUST00309,2024-06-30,684,3,200.92,66.97,0.0,0.0,2,2,1,3.0,6,75,5,0.4,0.4,Silver,45.0,801
CUST00310,2024-06-30,8,8,653.3,81.66,0.125,0.375,3,3,2,4.0,33,104,1,1.0,0.0,Platinum,37.0,705
CUST00311,2024-06-30,0,4,391.6,97.9,0.0,0.75,2,2,0,3.0,19,199,3,0.0,0.0,Gold,62.0,35
CUST00312,2024-06-30,82,3,168.42,56.14,0.0,0.667,2,4,1,2.33,6,79,0,0.0,0.0,Bronze,24.0,529
CUST00313,2024-06-30,33,1,87.29,87.29,0.0,0.0,1,2,0,2.5,5,18,2,0.5,0.5,Bronze,31.0,690
CUST00314,2024-06-30,311,1,87.32,87.32,0.0,0.0,1,2,0,1.5,4,124,0,0.0,0.0,Bronze,26.0,746
CUST00315,2024-06-30,6,3,460.16,153.39,0.0,0.667,2,2,1,2.0,12,64,4,0.0,0.0,Silver,36.0,147
CUST00316,2024-06-30,21,2,142.75,71.38,0.5,0.0,2,2,0,3.5,4,138,1,1.0,0.0,Bronze,64.0,514
CUST00317,2024-06-30,78,3,211.46,70.49,0.0,0.333,2,0,0,,4,125,3,0.333,0.333,Bronze,31.0,630
CUST00318,2024-06-30,215,3,583.51,194.5,0.333,0.333,2,1,0,2.0,6,176,4,0.25,0.0,Silver,55.0,695
CUST00319,2024-06-30,131,3,667.15,222.38,0.0,0.667,2,1,0,4.0,3,218,2,0.0,0.0,Bronze,53.0,708
CUST00320,2024-06-30,118,3,414.35,138.12,0.0,1.0,2,3,1,2.0,10,158,2,0.5,0.5,Bronze,57.0,497
CUST00321,2024-06-30,38,2,168.36,84.18,0.5,0.5,2,2,0,3.0,12,112,4,0.75,0.0,Silver,34.0,190
CUST00322,2024-06-30,27,4,640.12,160.03,0.0,0.75,2,0,0,,3,66,1,0.0,0.0,Bronze,47.0,299
CUST00323,2024-06-30,67,1,49.74,49.74,0.0,0.0,1,0,0,,6,108,3,0.0,0.0,Bronze,26.0,85
CUST00324,2024-06-30,21,4,510.39,127.6,0.25,0.5,3,0,0,,7,61,1,1.0,0.0,Silver,50.0,257
CUST00325,2024-06-30,90,3,478.57,159.52,0.0,0.667,3,1,0,3.0,12,20,5,0.0,0.0,Silver,42.0,878
CUST00326,2024-06-30,25,8,1304.29,163.04,0.125,0.125,4,0,0,,17,153,4,0.75,0.5,Gold,31.0,178
CUST00327,2024-06-30,25,4,370.49,92.62,0.25,0.75,3,1,0,5.0,11,47,0,0.0,0.0,Silver,28.0,75
CUST00328,2024-06-30,147,2,116.95,58.48,0.0,0.5,2,0,0,,12,38,3,1.0,0.333,Silver,52.0,173
CUST00329,2024-06-30,379,2,322.71,161.36,0.0,0.0,2,2,1,3.0,10,33,3,0.667,0.333,Silver,,779
CUST00330,2024-06-30,260,11,858.52,78.05,0.0,0.455,5,1,0,4.0,15,21,1,0.0,0.0,Gold,31.0,813
CUST00331,2024-06-30,126,5,800.68,160.14,0.4,0.0,3,2,0,2.5,10,115,1,1.0,0.0,Gold,47.0,661
CUST00332,2024-06-30,10,10,884.4,88.44,0.2,0.4,5,3,1,4.5,12,154,5,0.0,0.0,Gold,58.0,369
CUST00333,2024-06-30,44,8,1014.74,126.84,0.125,0.375,4,1,0,2.0,7,109,2,0.5,0.0,Silver,21.0,442
CUST00334,2024-06-30,242,2,182.43,91.22,0.0,0.5,2,3,2,1.0,4,90,3,0.333,0.333,Bronze,21.0,761
CUST00335,2024-06-30,40,2,198.84,99.42,0.5,1.0,2,0,0,,4,237,0,0.0,0.0,Bronze,45.0,549
CUST00336,2024-06-30,266,3,233.53,77.84,0.333,0.667,2,1,0,4.0,4,156,4,0.75,0.25,Bronze,25.0,373
CUST00337,2024-06-30,113,9,1033.16,114.8,0.111,0.444,4,1,0,1.0,29,14,1,0.0,0.0,Platinum,19.0,416
CUST00338,2024-06-30,39,3,182.54,60.85,0.0,0.333,2,0,0,,8,191,1,0.0,0.0,Silver,58.0,502
CUST00339,2024-06-30,82,2,124.74,62.37,0.0,0.0,2,1,0,4.0,11,164,0,0.0,0.0,Silver,63.0,304
CUST00340,2024-06-30,306,1,106.56,106.56,0.0,0.0,1,0,0,,5,82,1,0.0,0.0,Bronze,39.0,382
CUST00341,2024-06-30,38,3,291.93,97.31,0.333,0.333,1,1,0,3.0,10,216,1,1.0,0.0,Gold,58.0,95
CUST00342,2024-06-30,81,2,123.55,61.78,0.0,0.5,2,1,0,1.0,3,123,1,1.0,0.0,Bronze,33.0,108
CUST00343,2024-06-30,43,2,158.1,79.05,0.5,0.0,2,0,0,,4,159,4,0.25,0.0,Bronze,46.0,627
CUST00344,2024-06-30,24,3,459.43,153.14,0.0,0.333,2,1,0,1.0,4,185,2,0.0,0.0,Bronze,47.0,665
CUST00345,2024-06-30,8,7,658.27,94.04,0.286,0.286,4,2,0,5.0,13,157,5,0.6,0.0,Silver,29.0,231
CUST00346,2024-06-30,363,2,454.59,227.3,0.0,1.0,2,1,1,,10,140,2,0.0,0.0,Silver,52.0,691
CUST00347,2024-06-30,102,9,795.03,88.34,0.0,0.333,4,0,0,,21,32,2,0.5,0.5,Gold,28.0,587
CUST00348,2024-06-30,18,3,381.37,127.12,0.0,0.333,2,1,0,1.0,4,156,3,0.0,0.0,Bronze,63.0,142
CUST00349,2024-06-30,29,4,244.77,61.19,0.25,0.0,2,1,1,,9,90,0,0.0,0.0,Silver,38.0,120
CUST00350,2024-06-30,0,8,967.0,120.88,0.0,0.5,5,3,1,3.0,15,84,2,0.5,0.5,Silver,38.0,170
CUST00351,2024-06-30,145,2,173.49,86.74,0.5,0.0,1,2,0,1.5,3,52,1,1.0,1.0,Bronze,22.0,318
CUST00352,2024-06-30,26,8,932.81,116.6,0.0,0.625,5,2,1,1.0,23,197,1,1.0,0.0,Gold,37.0,759
CUST00353,2024-06-30,49,10,1021.58,102.16,0.1,0.6,5,0,0,,17,203,1,0.0,0.0,Gold,54.0,618
CUST00354,2024-06-30,134,4,240.63,60.16,0.0,0.0,3,0,0,,13,22,1,1.0,1.0,Silver,20.0,440
CUST00355,2024-06-30,51,6,415.06,69.18,0.0,0.5,4,1,0,4.0,11,135,1,1.0,1.0,Gold,61.0,406
CUST00356,2024-06-30,63,2,114.19,57.1,0.0,0.0,1,1,0,4.0,5,88,1,0.0,0.0,Silver,50.0,413
CUST00357,2024-06-30,777,1,156.75,156.75,0.0,0.0,1,0,0,,5,69,2,0.0,0.0,Bronze,,875
CUST00358,2024-06-30,94,3,329.74,109.91,0.0,0.333,3,2,1,1.0,8,176,2,0.5,0.0,Silver,26.0,181
CUST00359,2024-06-30,135,2,217.38,108.69,0.0,0.0,2,3,1,4.0,3,117,3,0.667,0.0,Bronze,21.0,864
CUST00360,2024-06-30,353,1,29.97,29.97,1.0,0.0,1,2,1,3.0,7,153,5,0.2,0.2,Bronze,52.0,780
CUST00361,2024-06-30,165,1,101.1,101.1,0.0,1.0,1,1,0,2.0,8,109,1,0.0,0.0,Bronze,34.0,656
CUST00362,2024-06-30,43,7,703.24,100.46,0.143,0.714,3,0,0,,18,85,4,0.75,0.0,Silver,51.0,348
CUST00363,2024-06-30,304,1,146.75,146.75,1.0,0.0,1,0,0,,12,82,1,0.0,0.0,Silver,41.0,398
CUST00364,2024-06-30,42,2,216.74,108.37,0.5,0.5,1,1,0,5.0,3,101,0,0.0,0.0,Bronze,49.0,635
CUST00365,2024-06-30,48,4,275.56,68.89,0.25,0.5,4,2,2,,16,74,3,0.667,0.333,Silver,18.0,589
CUST00366,2024-06-30,21,10,963.51,96.35,0.3,0.2,5,0,0,,16,53,5,0.4,0.0,Gold,25.0,732
CUST00367,2024-06-30,305,1,41.57,41.57,0.0,0.0,1,1,0,1.0,6,190,2,0.5,0.0,Bronze,62.0,491
CUST00368,2024-06-30,16,1,66.52,66.52,0.0,1.0,1,1,0,1.0,2,42,0,0.0,0.0,Bronze,40.0,41
CUST00369,2024-06-30,3,2,399.71,199.86,0.0,0.0,1,0,0,,15,85,4,1.0,0.0,Gold,64.0,185
CUST00370,2024-06-30,217,2,197.65,98.82,0.0,0.5,2,0,0,,3,210,5,0.4,0.0,Bronze,57.0,713
CUST00371,2024-06-30,114,6,977.57,162.93,0.167,0.167,3,0,0,,13,45,1,1.0,1.0,Silver,29.0,506
CUST00372,2024-06-30,39,2,185.37,92.68,0.0,1.0,2,0,0,,2,149,4,0.5,0.0,Bronze,29.0,430
CUST00373,2024-06-30,114,2,134.4,67.2,0.0,0.5,2,0,0,,5,254,5,0.6,0.2,Silver,63.0,837
CUST00374,2024-06-30,38,3,247.84,82.61,0.0,0.0,2,3,0,2.67,14,159,5,0.4,0.2,Silver,64.0,206
CUST00375,2024-06-30,72,3,236.72,78.91,0.333,1.0,2,1,0,3.0,13,70,1,1.0,0.0,Silver,32.0,370
CUST00376,2024-06-30,32,3,250.94,83.65,0.333,1.0,3,0,0,,20,32,2,1.0,1.0,Gold,58.0,86
CUST00377,2024-06-30,24,9,1299.08,144.34,0.111,0.444,4,2,0,3.5,19,27,4,0.25,0.25,Gold,36.0,884
CUST00378,2024-06-30,61,5,386.16,77.23,0.0,0.4,3,1,0,5.0,15,122,2,0.5,0.5,Gold,43.0,881
CUST00379,2024-06-30,36,7,906.24,129.46,0.0,0.429,4,1,0,2.0,9,35,0,0.0,0.0,Silver,46.0,477
CUST00380,2024-06-30,70,2,147.27,73.64,0.0,0.5,1,1,0,5.0,8,91,4,0.5,0.0,Bronze,39.0,232
CUST00381,2024-06-30,64,7,1152.29,164.61,0.286,0.286,3,0,0,,6,59,3,0.667,0.667,Silver,57.0,726
CUST00382,2024-06-30,570,1,179.5,179.5,0.0,1.0,1,2,1,4.0,4,174,2,0.5,0.0,Bronze,38.0,662
CUST00383,2024-06-30,10,12,1316.63,109.72,0.167,0.25,5,1,0,3.0,16,27,1,0.0,0.0,Gold,55.0,767
CUST00384,2024-06-30,0,4,319.09,79.77,0.0,0.5,2,0,0,,2,99,5,0.4,0.2,Bronze,37.0,231
CUST00385,2024-06-30,2,6,667.97,111.33,0.333,0.5,5,1,0,1.0,11,215,2,0.0,0.0,Silver,46.0,359
CUST00386,2024-06-30,232,1,108.86,108.86,1.0,0.0,1,2,0,3.5,6,116,4,0.25,0.25,Bronze,21.0,392
CUST00387,2024-06-30,50,2,197.05,98.52,0.0,0.0,2,0,0,,16,153,1,0.0,0.0,Gold,24.0,483
CUST00388,2024-06-30,26,9,1331.62,147.96,0.111,0.556,4,1,0,2.0,18,199,2,1.0,0.0,Gold,45.0,385
CUST00389,2024-06-30,172,2,127.43,63.72,0.0,0.0,2,2,0,4.0,5,142,1,0.0,0.0,Bronze,45.0,245
CUST00390,2024-06-30,115,9,1493.08,165.9,0.222,0.667,4,2,0,4.0,15,65,5,0.6,0.2,Gold,21.0,584
CUST00391,2024-06-30,42,1,81.65,81.65,0.0,0.0,1,1,1,,2,202,3,0.333,0.0,Bronze,39.0,52
CUST00392,2024-06-30,28,5,366.75,73.35,0.0,0.6,3,1,0,4.0,10,189,4,0.25,0.25,Silver,29.0,184
CUST00393,2024-06-30,20,7,865.31,123.62,0.143,0.571,4,0,0,,19,68,1,0.0,0.0,Gold,62.0,215
CUST00394,2024-06-30,170,1,39.92,39.92,0.0,0.0,1,0,0,,5,11,3,0.333,0.333,Bronze,20.0,278
CUST00395,2024-06-30,85,9,733.35,81.48,0.111,0.556,4,0,0,,25,32,3,0.333,0.0,Platinum,39.0,778
CUST00396,2024-06-30,444,3,255.56,85.19,0.0,0.667,2,2,1,3.0,2,185,3,0.667,0.0,Bronze,61.0,834
CUST00397,2024-06-30,133,1,35.61,35.61,0.0,1.0,1,0,0,,6,242,5,0.0,0.0,Bronze,19.0,163
CUST00398,2024-06-30,0,7,639.81,91.4,0.429,0.286,4,1,0,3.0,22,31,0,0.0,0.0,Gold,41.0,350
CUST00399,2024-06-30,137,4,254.8,63.7,0.25,0.25,3,2,0,3.0,0,999,3,0.667,0.0,Bronze,51.0,419
CUST00400,2024-06-30,32,8,1174.67,146.83,0.125,0.375,4,2,1,2.0,30,33,2,0.5,0.0,Platinum,44.0,463
CUST00401,2024-06-30,0,9,877.71,97.52,0.111,0.222,4,1,0,4.0,33,50,3,0.333,0.0,Platinum,58.0,51
CUST00402,2024-06-30,133,1,91.5,91.5,0.0,0.0,1,1,1,,4,106,2,0.0,0.0,Bronze,18.0,629
CUST00403,2024-06-30,446,1,161.23,161.23,0.0,1.0,1,1,0,2.0,11,108,5,0.2,0.0,Silver,25.0,694
CUST00404,2024-06-30,28,3,535.36,178.45,0.0,0.667,2,1,0,2.0,8,20,5,0.4,0.0,Bronze,40.0,154
CUST00405,2024-06-30,17,5,640.15,128.03,0.0,0.6,4,5,2,3.67,6,103,5,0.6,0.0,Silver,55.0,108
CUST00406,2024-06-30,271,2,199.49,99.74,0.0,0.5,2,0,0,,5,136,2,0.5,0.0,Bronze,23.0,887
CUST00407,2024-06-30,27,2,133.75,66.88,0.0,0.0,2,0,0,,5,214,2,0.0,0.0,Bronze,39.0,80
CUST00408,2024-06-30,274,2,366.06,183.03,0.0,0.5,2,2,0,1.5,9,24,4,0.5,0.0,Bronze,42.0,757
CUST00409,2024-06-30,47,5,712.56,142.51,0.2,0.8,4,0,0,,16,15,2,0.5,0.5,Silver,35.0,205
CUST00410,2024-06-30,8,18,2208.3,122.68,0.0,0.278,5,2,0,3.5,26,11,3,0.333,0.333,Platinum,34.0,899
CUST00411,2024-06-30,60,4,649.57,162.39,0.25,0.5,3,5,1,3.25,24,181,0,0.0,0.0,Gold,29.0,282
CUST00412,2024-06-30,9,5,691.93,138.39,0.2,0.0,4,2,0,2.5,10,42,0,0.0,0.0,Silver,23.0,275
CUST00413,2024-06-30,19,5,620.66,124.13,0.0,0.6,3,0,0,,12,169,4,0.25,0.0,Silver,43.0,768
CUST00414,2024-06-30,19,6,766.7,127.78,0.0,0.667,5,1,1,,21,132,3,0.333,0.0,Gold,44.0,135
CUST00415,2024-06-30,203,1,143.59,143.59,0.0,1.0,1,0,0,,6,107,1,0.0,0.0,Bronze,25.0,222
CUST00416,2024-06-30,37,7,1436.21,205.17,0.286,0.429,4,1,0,1.0,15,66,0,0.0,0.0,Silver,36.0,345
