customer_id,segment_name,recency,frequency,monetary,R,F,M,RFM_Total,ticket_count,unresolved_tickets,return_rate,discount_usage,total_sessions,days_since_session,membership_tier
CUST00231,Potential Loyalists,125,1,39.08,2,1,1,4,1.0,0.0,0.0,0.0,11.0,19.0,Silver
CUST00232,Potential Loyalists,97,3,208.13,2,2,2,6,0.0,0.0,0.0,0.3333333333333333,10.0,19.0,Silver
CUST00233,Potential Loyalists,289,2,128.9,1,1,1,3,0.0,0.0,0.0,0.5,5.0,118.0,Bronze
CUST00234,Potential Loyalists,139,3,332.13,2,2,2,6,3.0,0.0,0.0,0.0,14.0,139.0,Gold
CUST00235,Champions,5,11,798.99,4,4,4,12,0.0,0.0,0.09090909090909091,0.2727272727272727,18.0,49.0,Gold
CUST00236,New Customers,10,2,148.86,4,1,1,6,3.0,0.0,0.0,1.0,8.0,46.0,Bronze
CUST00237,Champions,10,7,570.11,4,4,3,11,2.0,0.0,0.0,0.5714285714285714,13.0,122.0,Gold
CUST00238,Potential Loyalists,85,3,311.06,2,2,2,6,2.0,0.0,0.0,0.3333333333333333,8.0,104.0,Bronze
CUST00239,Champions,15,6,561.72,4,3,3,10,2.0,1.0,0.0,0.5,11.0,77.0,Silver
CUST00240,Loyal Customers,26,5,659.13,3,3,3,9,0.0,0.0,0.0,0.8,8.0,56.0,Silver
CUST00241,Champions,24,7,1004.69,4,4,4,12,1.0,0.0,0.0,0.2857142857142857,5.0,40.0,Silver
CUST00242,At-Risk Customers,109,10,862.01,2,4,4,10,2.0,0.0,0.1,0.7,18.0,111.0,Gold
CUST00243,Champions,6,9,1034.13,4,4,4,12,1.0,1.0,0.1111111111111111,0.6666666666666666,14.0,84.0,Gold
CUST00244,Champions,4,11,1046.91,4,4,4,12,1.0,0.0,0.09090909090909091,0.6363636363636364,28.0,161.0,Gold
CUST00245,Dormant Customers,349,2,390.17,1,1,3,5,0.0,0.0,0.0,0.5,0.0,999.0,Bronze
CUST00246,Champions,16,10,709.96,4,4,4,12,5.0,1.0,0.1,0.6,16.0,173.0,Gold
CUST00247,Potential Loyalists,92,1,198.78,2,1,2,5,0.0,0.0,0.0,0.0,8.0,189.0,Bronze
CUST00248,At-Risk Customers,89,5,330.47,2,3,2,7,1.0,0.0,0.0,0.8,21.0,65.0,Gold
CUST00249,Dormant Customers,389,2,493.77,1,1,3,5,0.0,0.0,0.0,0.5,2.0,49.0,Bronze
CUST00250,Loyal Customers,14,3,457.59,4,2,3,9,0.0,0.0,0.0,0.3333333333333333,4.0,47.0,Bronze
CUST00251,Champions,53,7,616.32,3,4,3,10,0.0,0.0,0.14285714285714285,0.5714285714285714,8.0,142.0,Silver
CUST00252,Potential Loyalists,85,1,74.87,2,1,1,4,1.0,0.0,0.0,0.0,5.0,133.0,Bronze
CUST00253,Discount-Sensitive,51,3,280.62,3,2,2,7,2.0,0.0,0.3333333333333333,0.6666666666666666,7.0,103.0,Bronze
CUST00254,New Customers,26,1,54.93,3,1,1,5,2.0,0.0,0.0,0.0,6.0,125.0,Bronze
CUST00255,Dormant Customers,351,1,77.82,1,1,1,3,0.0,0.0,0.0,0.0,4.0,100.0,Bronze
CUST00256,Loyal Customers,67,3,472.28,3,2,3,8,2.0,1.0,0.0,1.0,4.0,128.0,Bronze
CUST00257,Potential Loyalists,496,1,209.02,1,1,2,4,2.0,0.0,0.0,1.0,10.0,15.0,Bronze
CUST00258,Potential Loyalists,202,3,567.94,1,2,3,6,2.0,1.0,0.0,0.3333333333333333,5.0,66.0,Silver
CUST00259,Potential Loyalists,134,1,95.28,2,1,1,4,2.0,0.0,0.0,0.0,7.0,149.0,Bronze
CUST00260,New Customers,39,2,338.85,3,1,2,6,0.0,0.0,0.0,0.5,10.0,117.0,Silver
CUST00261,At-Risk Customers,129,3,438.06,2,2,3,7,1.0,0.0,0.0,0.3333333333333333,9.0,52.0,Bronze
CUST00262,Champions,1,15,2229.48,4,4,4,12,0.0,0.0,0.26666666666666666,0.5333333333333333,33.0,54.0,Platinum
CUST00263,Champions,1,8,755.36,4,4,4,12,2.0,0.0,0.125,0.375,16.0,152.0,Gold
CUST00264,Loyal Customers,36,5,303.99,3,3,2,8,3.0,1.0,0.0,0.0,1.0,224.0,Bronze
CUST00265,At-Risk Customers,75,7,1201.65,2,4,4,10,2.0,0.0,0.0,0.42857142857142855,16.0,187.0,Gold
CUST00266,Champions,65,9,1078.53,3,4,4,11,1.0,0.0,0.2222222222222222,0.7777777777777778,20.0,210.0,Gold
CUST00267,Champions,17,5,1269.84,4,3,4,11,0.0,0.0,0.4,0.2,36.0,124.0,Platinum
CUST00268,Discount-Sensitive,186,3,230.18,1,2,2,5,0.0,0.0,0.0,0.6666666666666666,18.0,42.0,Silver
CUST00269,New Customers,70,1,185.51,3,1,2,6,2.0,0.0,0.0,0.0,2.0,178.0,Bronze
CUST00270,Loyal Customers,1,3,382.21,4,2,3,9,1.0,1.0,0.0,0.3333333333333333,11.0,126.0,Silver
CUST00271,At-Risk Customers,92,4,670.57,2,3,3,8,3.0,1.0,0.0,0.5,12.0,111.0,Silver
CUST00272,Champions,18,4,842.69,4,3,4,11,1.0,1.0,0.0,0.25,11.0,88.0,Silver
CUST00273,Loyal Customers,33,4,399.45,3,3,3,9,0.0,0.0,0.0,0.25,5.0,78.0,Bronze
CUST00274,Champions,17,7,812.92,4,4,4,12,1.0,1.0,0.0,0.42857142857142855,16.0,136.0,Gold
CUST00275,Champions,57,9,660.09,3,4,3,10,0.0,0.0,0.1111111111111111,0.4444444444444444,30.0,141.0,Platinum
CUST00276,Dormant Customers,305,2,126.92,1,1,1,3,1.0,1.0,0.0,0.5,2.0,62.0,Bronze
CUST00277,New Customers,23,1,369.67,4,1,2,7,1.0,1.0,0.0,1.0,4.0,251.0,Bronze
CUST00278,New Customers,65,1,128.16,3,1,1,5,1.0,0.0,0.0,1.0,4.0,151.0,Bronze
CUST00279,Potential Loyalists,143,2,213.08,2,1,2,5,3.0,2.0,0.0,1.0,14.0,36.0,Gold
CUST00280,Champions,36,5,930.39,3,3,4,10,1.0,0.0,0.0,0.4,12.0,175.0,Silver
CUST00281,High Returners,379,1,226.68,1,1,2,4,3.0,2.0,1.0,1.0,10.0,100.0,Silver
CUST00282,Potential Loyalists,125,2,206.1,2,1,2,5,1.0,0.0,0.0,0.5,12.0,58.0,Silver
CUST00283,Champions,15,5,592.17,4,3,3,10,0.0,0.0,0.4,0.6,9.0,204.0,Silver
CUST00284,New Customers,23,1,18.53,4,1,1,6,1.0,0.0,0.0,0.0,5.0,154.0,Bronze
CUST00285,Loyal Customers,1,3,261.02,4,2,2,8,0.0,0.0,0.0,0.3333333333333333,8.0,47.0,Silver
CUST00286,Champions,1,9,647.64,4,4,3,11,1.0,0.0,0.0,0.3333333333333333,14.0,16.0,Gold
CUST00287,High Returners,120,2,137.94,2,1,1,4,0.0,0.0,0.5,0.0,33.0,194.0,Platinum
CUST00288,Champions,5,10,940.57,4,4,4,12,2.0,0.0,0.1,0.5,33.0,69.0,Platinum
CUST00289,At-Risk Customers,77,8,1164.68,2,4,4,10,0.0,0.0,0.0,0.625,30.0,9.0,Platinum
CUST00290,At-Risk Customers,163,5,337.76,2,3,2,7,4.0,2.0,0.4,0.4,14.0,112.0,Silver
CUST00291,Potential Loyalists,32,3,217.73,3,2,2,7,1.0,0.0,0.0,0.0,6.0,47.0,Silver
CUST00292,High Returners,24,2,132.9,4,1,1,6,0.0,0.0,0.5,0.5,9.0,140.0,Silver
CUST00293,Champions,61,9,733.65,3,4,4,11,1.0,1.0,0.1111111111111111,0.1111111111111111,17.0,113.0,Gold
CUST00294,Potential Loyalists,413,1,98.4,1,1,1,3,0.0,0.0,0.0,0.0,5.0,79.0,Bronze
CUST00295,At-Risk Customers,155,5,1079.54,2,3,4,9,2.0,0.0,0.0,0.4,1.0,355.0,Bronze
CUST00296,Potential Loyalists,202,1,65.92,1,1,1,3,4.0,0.0,0.0,1.0,5.0,100.0,Bronze
CUST00297,Potential Loyalists,190,5,283.49,1,3,2,6,3.0,2.0,0.0,0.0,7.0,165.0,Silver
CUST00298,High Returners,53,2,296.03,3,1,2,6,2.0,0.0,0.5,0.5,4.0,74.0,Bronze
CUST00299,Loyal Customers,64,3,387.94,3,2,3,8,0.0,0.0,0.0,0.6666666666666666,5.0,266.0,Bronze
CUST00300,New Customers,4,2,302.29,4,1,2,7,1.0,1.0,0.0,0.0,5.0,230.0,Bronze
CUST00301,Dormant Customers,365,2,151.56,1,1,1,3,1.0,0.0,0.0,0.0,2.0,221.0,Bronze
CUST00302,At-Risk Customers,102,7,514.92,2,4,3,9,3.0,0.0,0.0,0.2857142857142857,22.0,174.0,Gold
CUST00303,Potential Loyalists,312,1,108.54,1,1,1,3,1.0,1.0,0.0,0.0,6.0,109.0,Bronze
CUST00304,Potential Loyalists,260,1,34.31,1,1,1,3,1.0,0.0,0.0,1.0,11.0,173.0,Silver
CUST00305,At-Risk Customers,103,4,570.9,2,3,3,8,1.0,0.0,0.25,0.75,7.0,190.0,Silver
CUST00306,Champions,15,11,1070.05,4,4,4,12,1.0,0.0,0.2727272727272727,0.7272727272727273,21.0,120.0,Gold
CUST00307,Potential Loyalists,76,2,304.08,2,1,2,5,0.0,0.0,0.0,0.0,5.0,205.0,Bronze
CUST00308,At-Risk Customers,76,14,2133.2,2,4,4,10,3.0,0.0,0.07142857142857142,0.35714285714285715,31.0,83.0,Platinum
CUST00309,Potential Loyalists,684,3,200.92,1,2,2,5,2.0,1.0,0.0,0.0,6.0,75.0,Silver
CUST00310,Champions,8,8,653.3,4,4,3,11,3.0,2.0,0.125,0.375,33.0,104.0,Platinum
CUST00311,Champions,0,4,391.6,4,3,3,10,2.0,0.0,0.0,0.75,19.0,199.0,Gold
CUST00312,Discount-Sensitive,82,3,168.42,2,2,1,5,4.0,1.0,0.0,0.6666666666666666,6.0,79.0,Bronze
CUST00313,New Customers,33,1,87.29,3,1,1,5,2.0,0.0,0.0,0.0,5.0,18.0,Bronze
CUST00314,Dormant Customers,311,1,87.32,1,1,1,3,2.0,0.0,0.0,0.0,4.0,124.0,Bronze
CUST00315,Loyal Customers,6,3,460.16,4,2,3,9,2.0,1.0,0.0,0.6666666666666666,12.0,64.0,Silver
CUST00316,High Returners,21,2,142.75,4,1,1,6,2.0,0.0,0.5,0.0,4.0,138.0,Bronze
CUST00317,Potential Loyalists,78,3,211.46,2,2,2,6,0.0,0.0,0.0,0.3333333333333333,4.0,125.0,Bronze
CUST00318,High Returners,215,3,583.51,1,2,3,6,1.0,0.0,0.3333333333333333,0.3333333333333333,6.0,176.0,Silver
CUST00319,At-Risk Customers,131,3,667.15,2,2,3,7,1.0,0.0,0.0,0.6666666666666666,3.0,218.0,Bronze
CUST00320,At-Risk Customers,118,3,414.35,2,2,3,7,3.0,1.0,0.0,1.0,10.0,158.0,Bronze
CUST00321,High Returners,38,2,168.36,3,1,1,5,2.0,0.0,0.5,0.5,12.0,112.0,Silver
CUST00322,Loyal Customers,27,4,640.12,3,3,3,9,0.0,0.0,0.0,0.75,3.0,66.0,Bronze
CUST00323,New Customers,67,1,49.74,3,1,1,5,0.0,0.0,0.0,0.0,6.0,108.0,Bronze
CUST00324,Champions,21,4,510.39,4,3,3,10,0.0,0.0,0.25,0.5,7.0,61.0,Silver
CUST00325,At-Risk Customers,90,3,478.57,2,2,3,7,1.0,0.0,0.0,0.6666666666666666,12.0,20.0,Silver
CUST00326,Champions,25,8,1304.29,4,4,4,12,0.0,0.0,0.125,0.125,17.0,153.0,Gold
CUST00327,Loyal Customers,25,4,370.49,4,3,2,9,1.0,0.0,0.25,0.75,11.0,47.0,Silver
CUST00328,Potential Loyalists,147,2,116.95,2,1,1,4,0.0,0.0,0.0,0.5,12.0,38.0,Silver
CUST00329,Potential Loyalists,379,2,322.71,1,1,2,4,2.0,1.0,0.0,0.0,10.0,33.0,Silver
CUST00330,At-Risk Customers,260,11,858.52,1,4,4,9,1.0,0.0,0.0,0.45454545454545453,15.0,21.0,Gold
CUST00331,At-Risk Customers,126,5,800.68,2,3,4,9,2.0,0.0,0.4,0.0,10.0,115.0,Gold
CUST00332,Champions,10,10,884.4,4,4,4,12,3.0,1.0,0.2,0.4,12.0,154.0,Gold
CUST00333,Champions,44,8,1014.74,3,4,4,11,1.0,0.0,0.125,0.375,7.0,109.0,Silver
CUST00334,Dormant Customers,242,2,182.43,1,1,2,4,3.0,2.0,0.0,0.5,4.0,90.0,Bronze
CUST00335,High Returners,40,2,198.84,3,1,2,6,0.0,0.0,0.5,1.0,4.0,237.0,Bronze
CUST00336,Discount-Sensitive,266,3,233.53,1,2,2,5,1.0,0.0,0.3333333333333333,0.6666666666666666,4.0,156.0,Bronze
CUST00337,At-Risk Customers,113,9,1033.16,2,4,4,10,1.0,0.0,0.1111111111111111,0.4444444444444444,29.0,14.0,Platinum
CUST00338,Potential Loyalists,39,3,182.54,3,2,2,7,0.0,0.0,0.0,0.3333333333333333,8.0,191.0,Silver
CUST00339,Potential Loyalists,82,2,124.74,2,1,1,4,1.0,0.0,0.0,0.0,11.0,164.0,Silver
CUST00340,Potential Loyalists,306,1,106.56,1,1,1,3,0.0,0.0,0.0,0.0,5.0,82.0,Bronze
CUST00341,High Returners,38,3,291.93,3,2,2,7,1.0,0.0,0.3333333333333333,0.3333333333333333,10.0,216.0,Gold
CUST00342,Dormant Customers,81,2,123.55,2,1,1,4,1.0,0.0,0.0,0.5,3.0,123.0,Bronze
CUST00343,High Returners,43,2,158.1,3,1,1,5,0.0,0.0,0.5,0.0,4.0,159.0,Bronze
CUST00344,Loyal Customers,24,3,459.43,4,2,3,9,1.0,0.0,0.0,0.3333333333333333,4.0,185.0,Bronze
CUST00345,Champions,8,7,658.27,4,4,3,11,2.0,0.0,0.2857142857142857,0.2857142857142857,13.0,157.0,Silver
CUST00346,Potential Loyalists,363,2,454.59,1,1,3,5,1.0,1.0,0.0,1.0,10.0,140.0,Silver
CUST00347,At-Risk Customers,102,9,795.03,2,4,4,10,0.0,0.0,0.0,0.3333333333333333,21.0,32.0,Gold
CUST00348,Loyal Customers,18,3,381.37,4,2,3,9,1.0,0.0,0.0,0.3333333333333333,4.0,156.0,Bronze
CUST00349,Loyal Customers,29,4,244.77,3,3,2,8,1.0,1.0,0.25,0.0,9.0,90.0,Silver
CUST00350,Champions,0,8,967.0,4,4,4,12,3.0,1.0,0.0,0.5,15.0,84.0,Silver
CUST00351,Dormant Customers,145,2,173.49,2,1,1,4,2.0,0.0,0.5,0.0,3.0,52.0,Bronze
CUST00352,Champions,26,8,932.81,3,4,4,11,2.0,1.0,0.0,0.625,23.0,197.0,Gold
CUST00353,Champions,49,10,1021.58,3,4,4,11,0.0,0.0,0.1,0.6,17.0,203.0,Gold
CUST00354,At-Risk Customers,134,4,240.63,2,3,2,7,0.0,0.0,0.0,0.0,13.0,22.0,Silver
CUST00355,Loyal Customers,51,6,415.06,3,3,3,9,1.0,0.0,0.0,0.5,11.0,135.0,Gold
CUST00356,New Customers,63,2,114.19,3,1,1,5,1.0,0.0,0.0,0.0,5.0,88.0,Silver
CUST00357,Potential Loyalists,777,1,156.75,1,1,1,3,0.0,0.0,0.0,0.0,5.0,69.0,Bronze
CUST00358,Potential Loyalists,94,3,329.74,2,2,2,6,2.0,1.0,0.0,0.3333333333333333,8.0,176.0,Silver
CUST00359,Dormant Customers,135,2,217.38,2,1,2,5,3.0,1.0,0.0,0.0,3.0,117.0,Bronze
CUST00360,High Returners,353,1,29.97,1,1,1,3,2.0,1.0,1.0,0.0,7.0,153.0,Bronze
CUST00361,Potential Loyalists,165,1,101.1,2,1,1,4,1.0,0.0,0.0,1.0,8.0,109.0,Bronze
CUST00362,Champions,43,7,703.24,3,4,4,11,0.0,0.0,0.14285714285714285,0.7142857142857143,18.0,85.0,Silver
CUST00363,High Returners,304,1,146.75,1,1,1,3,0.0,0.0,1.0,0.0,12.0,82.0,Silver
CUST00364,High Returners,42,2,216.74,3,1,2,6,1.0,0.0,0.5,0.5,3.0,101.0,Bronze
CUST00365,Loyal Customers,48,4,275.56,3,3,2,8,2.0,2.0,0.25,0.5,16.0,74.0,Silver
CUST00366,Champions,21,10,963.51,4,4,4,12,0.0,0.0,0.3,0.2,16.0,53.0,Gold
CUST00367,Potential Loyalists,305,1,41.57,1,1,1,3,1.0,0.0,0.0,0.0,6.0,190.0,Bronze
CUST00368,New Customers,16,1,66.52,4,1,1,6,1.0,0.0,0.0,1.0,2.0,42.0,Bronze
CUST00369,Loyal Customers,3,2,399.71,4,1,3,8,0.0,0.0,0.0,0.0,15.0,85.0,Gold
CUST00370,Dormant Customers,217,2,197.65,1,1,2,4,0.0,0.0,0.0,0.5,3.0,210.0,Bronze
CUST00371,At-Risk Customers,114,6,977.57,2,3,4,9,0.0,0.0,0.16666666666666666,0.16666666666666666,13.0,45.0,Silver
CUST00372,New Customers,39,2,185.37,3,1,2,6,0.0,0.0,0.0,1.0,2.0,149.0,Bronze
CUST00373,Potential Loyalists,114,2,134.4,2,1,1,4,0.0,0.0,0.0,0.5,5.0,254.0,Silver
CUST00374,Potential Loyalists,38,3,247.84,3,2,2,7,3.0,0.0,0.0,0.0,14.0,159.0,Silver
CUST00375,Discount-Sensitive,72,3,236.72,3,2,2,7,1.0,0.0,0.3333333333333333,1.0,13.0,70.0,Silver
CUST00376,Discount-Sensitive,32,3,250.94,3,2,2,7,0.0,0.0,0.3333333333333333,1.0,20.0,32.0,Gold
CUST00377,Champions,24,9,1299.08,4,4,4,12,2.0,0.0,0.1111111111111111,0.4444444444444444,19.0,27.0,Gold
CUST00378,Loyal Customers,61,5,386.16,3,3,3,9,1.0,0.0,0.0,0.4,15.0,122.0,Gold
CUST00379,Champions,36,7,906.24,3,4,4,11,1.0,0.0,0.0,0.42857142857142855,9.0,35.0,Silver
CUST00380,New Customers,70,2,147.27,3,1,1,5,1.0,0.0,0.0,0.5,8.0,91.0,Bronze
CUST00381,Champions,64,7,1152.29,3,4,4,11,0.0,0.0,0.2857142857142857,0.2857142857142857,6.0,59.0,Silver
CUST00382,Dormant Customers,570,1,179.5,1,1,1,3,2.0,1.0,0.0,1.0,4.0,174.0,Bronze
CUST00383,Champions,10,12,1316.63,4,4,4,12,1.0,0.0,0.16666666666666666,0.25,16.0,27.0,Gold
CUST00384,Loyal Customers,0,4,319.09,4,3,2,9,0.0,0.0,0.0,0.5,2.0,99.0,Bronze
CUST00385,Champions,2,6,667.97,4,3,3,10,1.0,0.0,0.3333333333333333,0.5,11.0,215.0,Silver
CUST00386,High Returners,232,1,108.86,1,1,1,3,2.0,0.0,1.0,0.0,6.0,116.0,Bronze
CUST00387,New Customers,50,2,197.05,3,1,2,6,0.0,0.0,0.0,0.0,16.0,153.0,Gold
CUST00388,Champions,26,9,1331.62,3,4,4,11,1.0,0.0,0.1111111111111111,0.5555555555555556,18.0,199.0,Gold
CUST00389,Potential Loyalists,172,2,127.43,1,1,1,3,2.0,0.0,0.0,0.0,5.0,142.0,Bronze
CUST00390,At-Risk Customers,115,9,1493.08,2,4,4,10,2.0,0.0,0.2222222222222222,0.6666666666666666,15.0,65.0,Gold
CUST00391,New Customers,42,1,81.65,3,1,1,5,1.0,1.0,0.0,0.0,2.0,202.0,Bronze
CUST00392,Loyal Customers,28,5,366.75,3,3,2,8,1.0,0.0,0.0,0.6,10.0,189.0,Silver
CUST00393,Champions,20,7,865.31,4,4,4,12,0.0,0.0,0.14285714285714285,0.5714285714285714,19.0,68.0,Gold
CUST00394,Potential Loyalists,170,1,39.92,1,1,1,3,0.0,0.0,0.0,0.0,5.0,11.0,Bronze
CUST00395,At-Risk Customers,85,9,733.35,2,4,4,10,0.0,0.0,0.1111111111111111,0.5555555555555556,25.0,32.0,Platinum
CUST00396,Discount-Sensitive,444,3,255.56,1,2,2,5,2.0,1.0,0.0,0.6666666666666666,2.0,185.0,Bronze
CUST00397,Potential Loyalists,133,1,35.61,2,1,1,4,0.0,0.0,0.0,1.0,6.0,242.0,Bronze
CUST00398,Champions,0,7,639.81,4,4,3,11,1.0,0.0,0.42857142857142855,0.2857142857142857,22.0,31.0,Gold
CUST00399,At-Risk Customers,137,4,254.8,2,3,2,7,2.0,0.0,0.25,0.25,0.0,999.0,Bronze
CUST00400,Champions,32,8,1174.67,3,4,4,11,2.0,1.0,0.125,0.375,30.0,33.0,Platinum
CUST00401,Champions,0,9,877.71,4,4,4,12,1.0,0.0,0.1111111111111111,0.2222222222222222,33.0,50.0,Platinum
CUST00402,Dormant Customers,133,1,91.5,2,1,1,4,1.0,1.0,0.0,0.0,4.0,106.0,Bronze
CUST00403,Potential Loyalists,446,1,161.23,1,1,1,3,1.0,0.0,0.0,1.0,11.0,108.0,Silver
CUST00404,Loyal Customers,28,3,535.36,3,2,3,8,1.0,0.0,0.0,0.6666666666666666,8.0,20.0,Bronze
CUST00405,Champions,17,5,640.15,4,3,3,10,5.0,2.0,0.0,0.6,6.0,103.0,Silver
CUST00406,Potential Loyalists,271,2,199.49,1,1,2,4,0.0,0.0,0.0,0.5,5.0,136.0,Bronze
CUST00407,New Customers,27,2,133.75,3,1,1,5,0.0,0.0,0.0,0.0,5.0,214.0,Bronze
CUST00408,Potential Loyalists,274,2,366.06,1,1,2,4,2.0,0.0,0.0,0.5,9.0,24.0,Bronze
CUST00409,Champions,47,5,712.56,3,3,4,10,0.0,0.0,0.2,0.8,16.0,15.0,Silver
CUST00410,Champions,8,18,2208.3,4,4,4,12,2.0,0.0,0.0,0.2777777777777778,26.0,11.0,Platinum
CUST00411,Loyal Customers,60,4,649.57,3,3,3,9,5.0,1.0,0.25,0.5,24.0,181.0,Gold
CUST00412,Champions,9,5,691.93,4,3,4,11,2.0,0.0,0.2,0.0,10.0,42.0,Silver
CUST00413,Champions,19,5,620.66,4,3,3,10,0.0,0.0,0.0,0.6,12.0,169.0,Silver
CUST00414,Champions,19,6,766.7,4,3,4,11,1.0,1.0,0.0,0.6666666666666666,21.0,132.0,Gold
CUST00415,Potential Loyalists,203,1,143.59,1,1,1,3,0.0,0.0,0.0,1.0,6.0,107.0,Bronze
CUST00416,Champions,37,7,1436.21,3,4,4,11,1.0,0.0,0.2857142857142857,0.42857142857142855,15.0,66.0,Silver
CUST00417,Champions,51,7,675.29,3,4,3,10,0.0,0.0,0.0,0.42857142857142855,27.0,187.0,Platinum
CUST00418,Discount-Sensitive,118,3,271.75,2,2,2,6,0.0,0.0,0.3333333333333333,0.6666666666666666,5.0,167.0,Bronze
CUST00419,Champions,21,6,569.25,4,3,3,10,1.0,1.0,0.0,0.3333333333333333,13.0,183.0,Silver
CUST00420,Champions,38,11,1543.91,3,4,4,11,2.0,0.0,0.09090909090909091,0.8181818181818182,14.0,22.0,Gold
CUST00421,Champions,7,10,1284.4,4,4,4,12,5.0,3.0,0.1,0.4,21.0,119.0,Gold
CUST00422,Champions,4,8,729.77,4,4,4,12,0.0,0.0,0.0,0.375,10.0,196.0,Silver
CUST00423,Discount-Sensitive,29,3,143.92,3,2,1,6,0.0,0.0,0.0,0.6666666666666666,3.0,225.0,Bronze
CUST00424,Dormant Customers,421,1,145.5,1,1,1,3,2.0,0.0,0.0,0.0,3.0,74.0,Bronze
CUST00425,Discount-Sensitive,441,3,310.02,1,2,2,5,3.0,0.0,0.0,0.6666666666666666,6.0,210.0,Bronze
CUST00426,Champions,7,12,1527.74,4,4,4,12,1.0,1.0,0.0,0.4166666666666667,18.0,56.0,Gold
CUST00427,Dormant Customers,394,1,86.7,1,1,1,3,3.0,2.0,0.0,1.0,2.0,258.0,Bronze
CUST00428,Champions,1,6,685.85,4,3,3,10,0.0,0.0,0.16666666666666666,0.6666666666666666,18.0,136.0,Gold
CUST00429,Dormant Customers,190,2,408.75,1,1,3,5,0.0,0.0,0.5,1.0,4.0,85.0,Bronze
CUST00430,Loyal Customers,57,3,716.43,3,2,4,9,0.0,0.0,0.0,0.6666666666666666,2.0,278.0,Bronze
CUST00431,Loyal Customers,7,3,191.03,4,2,2,8,2.0,0.0,0.0,0.0,11.0,109.0,Silver
CUST00432,High Returners,151,3,141.03,2,2,1,5,1.0,0.0,0.3333333333333333,0.3333333333333333,17.0,187.0,Silver
CUST00433,High Returners,97,2,80.75,2,1,1,4,0.0,0.0,0.5,0.0,6.0,149.0,Bronze
CUST00434,At-Risk Customers,102,5,438.44,2,3,3,8,2.0,0.0,0.0,0.2,11.0,181.0,Silver
CUST00435,At-Risk Customers,79,5,353.75,2,3,2,7,1.0,0.0,0.0,0.4,14.0,25.0,Silver
CUST00436,Dormant Customers,235,1,209.55,1,1,2,4,0.0,0.0,0.0,1.0,3.0,157.0,Bronze
CUST00437,New Customers,38,1,99.81,3,1,1,5,1.0,0.0,0.0,0.0,2.0,55.0,Bronze
CUST00438,At-Risk Customers,124,4,458.2,2,3,3,8,4.0,3.0,0.25,0.5,24.0,207.0,Gold
CUST00439,Discount-Sensitive,601,3,455.84,1,2,3,6,2.0,0.0,0.0,0.6666666666666666,13.0,50.0,Silver
CUST00440,Potential Loyalists,93,2,315.85,2,1,2,5,4.0,0.0,0.0,0.0,7.0,158.0,Bronze
CUST00441,Potential Loyalists,169,2,190.02,2,1,2,5,0.0,0.0,0.0,0.5,23.0,146.0,Gold
CUST00442,Champions,64,15,1751.38,3,4,4,11,2.0,0.0,0.0,0.4,31.0,82.0,Platinum
CUST00443,At-Risk Customers,153,7,918.55,2,4,4,10,0.0,0.0,0.14285714285714285,0.42857142857142855,17.0,81.0,Silver
CUST00444,Loyal Customers,18,3,275.72,4,2,2,8,3.0,1.0,0.0,0.3333333333333333,9.0,150.0,Silver
CUST00445,Champions,36,8,1175.49,3,4,4,11,1.0,0.0,0.0,0.625,15.0,91.0,Gold
CUST00446,At-Risk Customers,156,4,550.52,2,3,3,8,1.0,0.0,0.0,0.0,23.0,127.0,Platinum
CUST00447,At-Risk Customers,340,5,456.71,1,3,3,7,2.0,1.0,0.0,0.8,13.0,61.0,Gold
CUST00448,Discount-Sensitive,64,3,200.91,3,2,2,7,0.0,0.0,0.0,1.0,8.0,91.0,Silver
CUST00449,New Customers,73,1,58.94,3,1,1,5,0.0,0.0,0.0,0.0,10.0,81.0,Silver
CUST00450,Potential Loyalists,95,2,165.3,2,1,1,4,4.0,1.0,0.0,0.0,12.0,193.0,Silver
CUST00451,New Customers,8,2,261.06,4,1,2,7,2.0,1.0,0.0,0.0,7.0,222.0,Bronze
CUST00452,At-Risk Customers,143,5,373.78,2,3,2,7,1.0,1.0,0.0,0.4,8.0,110.0,Silver
CUST00453,At-Risk Customers,127,5,699.06,2,3,4,9,2.0,0.0,0.2,0.0,17.0,129.0,Gold
CUST00454,High Returners,461,2,104.09,1,1,1,3,0.0,0.0,0.5,0.0,10.0,12.0,Silver
CUST00455,High Returners,175,2,173.56,1,1,1,3,1.0,0.0,0.5,0.5,18.0,123.0,Silver
CUST00456,Potential Loyalists,209,2,431.6,1,1,3,5,1.0,0.0,0.0,0.5,8.0,146.0,Silver
CUST00457,Dormant Customers,86,2,268.03,2,1,2,5,0.0,0.0,0.0,0.5,3.0,221.0,Bronze
CUST00458,Champions,3,6,425.19,4,3,3,10,0.0,0.0,0.0,0.5,13.0,186.0,Silver
CUST00459,At-Risk Customers,131,8,774.77,2,4,4,10,0.0,0.0,0.375,0.625,21.0,120.0,Gold
CUST00460,At-Risk Customers,150,3,466.18,2,2,3,7,1.0,0.0,0.0,0.6666666666666666,4.0,189.0,Bronze
CUST00461,Champions,21,5,725.47,4,3,4,11,0.0,0.0,0.0,0.6,4.0,106.0,Bronze
CUST00462,At-Risk Customers,137,14,1582.03,2,4,4,10,0.0,0.0,0.0,0.42857142857142855,36.0,188.0,Platinum
